centro_turístico,categoria,corredor_turístico,cuartos_disponibles_promedio,cuartos_disponibles_x,cuartos_disponibles_y,cuartos_ocupados_total_x,porcentaje_de_ocupación_total,llegada_de_turistas_total,llegada_de_turistas_nacionales,llegada_de_turistas_extranjeros,turistas_noche_total_x,turistas_noche_nacionales_x,turistas_noche_extranjeros_x,estadía_total,estadía_nacionales,estadía_extranjeros,turistas_noche_total_y,turistas_noche_nacionales_y,turistas_noche_extranjeros_y,cuartos_ocupados_total_y,densidad_total
Bahías de Huatulco,estrella_1,Sin Corredor Turístico,110.12054794520547,40194,40194,23021,0.572747176195452,26363,26090,273,52846,52308,538,2.0045518340097863,2.004906094289,1.9706959706959708,52846,52308,538,23021,2.295556231267104
Bahías de Huatulco,estrellas_2,Sin Corredor Turístico,2633.5178082191783,961234,961234,419879,0.43681247230122944,679307,670195,9112,927575,913667,13908,1.3654724594329222,1.3632853124836801,1.5263388937664617,927575,913667,13908,419879,2.2091483498817515
Bahías de Huatulco,estrellas_3,Sin Corredor Turístico,6832.8027397260275,2493973,2493973,888335,0.35619270938378245,1242461,1218362,24099,2382146,2325097,57049,1.9172803009510964,1.908379447159383,2.3672766504834226,2382146,2325097,57049,888335,2.681585212785717
Bahías de Huatulco,estrellas_4,Sin Corredor Turístico,20014.857534246574,7305423,7305423,3720883,0.5093316293936709,2418061,2168430,249631,8068923,6578555,1490368,3.3369393906936176,3.0337871178686884,5.970284139389739,8068923,6578555,1490368,3720883,2.1685505832889667
Bahías de Huatulco,estrellas_5,Sin Corredor Turístico,42242.23561643835,15418416,15418416,8891792,0.5766994482442295,4183221,3309119,874102,18951460,13053603,5897857,4.530351133731639,3.944736650449863,6.7473326911504605,18951460,13053603,5897857,8891792,2.1313431533261236
Cabo San Lucas,estrella_1,Los Cabos,468.44931506849315,170984,170984,84524,0.4943386515697375,39240,29293,9947,154855,117941,36914,3.946355759429154,4.026252005598607,3.7110686639187693,154855,117941,36914,84524,1.8320831953054755
Cabo San Lucas,estrellas_2,Los Cabos,836.3287671232877,305260,305260,105584,0.3458821987813667,84813,62014,22799,201838,125924,75914,2.379800266468584,2.0305737414132294,3.329707443308917,201838,125924,75914,105584,1.9116343385361418
Cabo San Lucas,estrellas_3,Los Cabos,6151.0191780821915,2245122,2245122,1267773,0.5646788905012734,822580,610307,212273,2429115,1683255,745860,2.953044080818887,2.7580463602744194,3.513682851799334,2429115,1683255,745860,1267773,1.9160488510167042
Cabo San Lucas,estrellas_4,Los Cabos,8367.26301369863,3054051,3054051,1550778,0.5077773750340122,843824,320406,523418,3141710,1005382,2136328,3.723181611331273,3.137837618521501,4.0814950956978935,3141710,1005382,2136328,1550778,2.025892809931531
Cabo San Lucas,estrellas_5,Los Cabos,70206.72328767124,25625454,25625454,18759256,0.7320555569474008,8160611,1081402,7079209,45356394,4437861,40918533,5.557965451361424,4.1038032110168094,5.780099584572231,45356394,4437861,40918533,18759256,2.417814118001268
Cancún,estrella_1,Sin Corredor Turístico,7896.205214317278,2882114.9032258065,2882114.9032258065,1375189,0.477145792647205,1221342,943340,278002,2734664,2033885,700779,2.2390648974652474,2.1560466003773824,2.5207696347508293,2734664,2033885,700779,1375189,1.9885732070282702
Cancún,estrellas_2,Sin Corredor Turístico,12149.68652231551,4434635.580645161,4434635.580645161,2437659,0.5496864298476052,1816457,1368429,448028,4707213,3539788,1167425,2.591425505806083,2.5867531307798943,2.6056965189675645,4707213,3539788,1167425,2437659,1.931038344575677
Cancún,estrellas_3,Sin Corredor Turístico,61273.984710561206,22365004.41935484,22365004.41935484,13904840.76,0.6217231393867576,9191004,4831992,4359012,29859936.2,13403246.6,16456689.6,3.2488220220554793,2.77385529611804,3.7753256013059837,29859936.2,13403246.6,16456689.6,13904840.76,2.14744898667937
Cancún,estrellas_4,Sin Corredor Turístico,114385.1301369863,41750572.5,41750572.5,30949229.7184,0.7412887504333024,18745742,6965981,11779761,69833965,21799467,48034498,3.725324129607673,3.1294180963169436,4.077714140380268,69833965,21799467,48034498,30949229.7184,2.256403976299357
Cancún,estrellas_5,Sin Corredor Turístico,475935.2796464869,173716377.07096773,173716377.07096773,126283877,0.7269543558832665,76714719,20164064,56550655,316222645,71690906,244531739,4.122059614140019,3.5553798083560935,4.324118597742149,316222645,71690906,244531739,126283877,2.5040619001584816
Ixtapa Zihuatanejo,estrella_1,Sin Corredor Turístico,2062.774233816318,752912.5953429561,752912.5953429561,245733.41371191025,0.3263770791348991,198381.575781726,154331.35216781532,44050.22361391068,464454.2409793595,325608.56814609544,138845.67283326405,2.3412166132322,2.109801822976568,3.1519856527905974,464454.2409793595,325608.56814609544,138845.67283326405,245733.41371191025,1.8900736125526272
Ixtapa Zihuatanejo,estrellas_2,Sin Corredor Turístico,2258.89110458047,824495.2531718715,824495.2531718715,216351.54148966883,0.2624048357553963,185049.04917735278,167179.28204400162,17869.767133351143,499190.86979392346,401094.22244708583,98096.64734683764,2.697613805707773,2.399186176320088,5.48953137524414,499190.86979392346,401094.22244708583,98096.64734683764,216351.54148966883,2.307313672723523
Ixtapa Zihuatanejo,estrellas_3,Sin Corredor Turístico,7868.969514321893,2872173.872727491,2872173.872727491,981323.7755041458,0.34166586668802723,851813.4636993657,640210.7494726542,211602.7142267116,2117302.2843047334,1216297.0889822803,901005.1953224528,2.485640782325087,1.8998385921888257,4.258003960937447,2117302.2843047334,1216297.0889822803,901005.1953224528,981323.7755041458,2.157598070236288
Ixtapa Zihuatanejo,estrellas_4,Sin Corredor Turístico,36386.8077169353,13281184.816681383,13281184.816681383,6408745.757771728,0.4825432253395224,4786633.021090785,3991140.3176717297,795492.7034190551,13840487.525538633,10982970.577430004,2857516.948108628,2.8914870775668198,2.7518377464205583,3.5921347057325876,13840487.525538633,10982970.577430004,2857516.948108628,6408745.757771728,2.159624995070933
Ixtapa Zihuatanejo,estrellas_5,Sin Corredor Turístico,81015.94647144192,29570820.4620763,29570820.4620763,17208928.34481884,0.5819564041819124,10246639.867562264,8005211.68609567,2241428.1814665953,35893776.91310191,23688462.29744803,12205314.615653884,3.502980233230472,2.9591300300768753,5.4453293291189855,35893776.91310191,23688462.29744803,12205314.615653884,17208928.34481884,2.0857647956857575
Loreto,estrella_1,Sin Corredor Turístico,2643.460273972603,964863,964863,436437,0.4523305381178468,787394,733605,53789,852516,776306,76210,1.0827057356291767,1.058207073288759,1.4168324378590418,852516,776306,76210,436437,1.9533540923432249
Loreto,estrellas_2,Sin Corredor Turístico,1101.319056370725,401981.4555753147,401981.4555753147,176154.95836940274,0.4382166289668519,181818.00471714817,137979.8452372862,43838.15947986196,323264.14470358344,221285.06578413007,101979.07891945334,1.7779545276964244,1.6037491954247558,2.3262627840546024,323264.14470358344,221285.06578413007,101979.07891945334,176154.95836940274,1.8351123788731958
Loreto,estrellas_3,Sin Corredor Turístico,2716.8682961790632,991656.928105358,991656.928105358,401517.63261956477,0.40489570660964086,433426.18339124613,169094.7480645059,264331.43532674026,775732.175291774,272686.39760419354,503045.77768758044,1.7897676813667123,1.612624878805637,1.9030872248159407,775732.175291774,272686.39760419354,503045.77768758044,401517.63261956477,1.932000271646289
Loreto,estrellas_4,Sin Corredor Turístico,2711.290283316424,989620.9534104947,989620.9534104947,364969.5266916,0.36879729095652103,376616.0701646471,197136.4066982079,179479.66346643923,698639.2710404564,286899.5366116764,411739.73442878004,1.8550437073357724,1.4553351226031275,2.2940745846995134,698639.2710404564,286899.5366116764,411739.73442878004,364969.5266916,1.914240011689546
Loreto,estrellas_5,Sin Corredor Turístico,5877.582638106391,2145317.6629088325,2145317.6629088325,718396.8823194325,0.33486736940643064,427580.74172695854,83246,344334.74172695854,1457460.4089641862,193268,1264192.4089641862,3.4086203299934423,2.32164908824448,3.671405338374575,1457460.4089641862,193268,1264192.4089641862,718396.8823194325,2.028767725520462
Otros Los Cabos,estrella_1,Los Cabos,1526.19196804251,557060.0683355161,557060.0683355161,226170.38638211595,0.4060071781090114,164677.235677024,118028.02404897245,46649.21162805153,380840.73935697274,279871.5299120706,100969.20944490214,2.31264957655655,2.3712294784833956,2.164435494643738,380840.73935697274,279871.5299120706,100969.20944490214,226170.38638211595,1.683866510770957
Otros Los Cabos,estrellas_2,Los Cabos,1251.880085622491,456936.23125220917,456936.23125220917,191032.87003038375,0.4180733699029916,113265.67757391799,61952.475295146476,51313.2022787715,345915.7895015114,200839.4168788468,145076.37262266455,3.054021279091932,3.2418303856630746,2.8272718555840997,345915.7895015114,200839.4168788468,145076.37262266455,191032.87003038375,1.8107658092897496
Otros Los Cabos,estrellas_3,Los Cabos,3276.623107926526,1195967.434393182,1195967.434393182,595556.9524526239,0.4979708772378084,415629.48296274093,160933.96633143857,254695.51663130237,1205383.7186988108,424384.71932838537,780998.9993704254,2.9001400721297417,2.6370114960963433,3.0664026194893754,1205383.7186988108,424384.71932838537,780998.9993704254,595556.9524526239,2.0239604520353547
Otros Los Cabos,estrellas_4,Los Cabos,12973.315752722476,4735260.249743704,4735260.249743704,2615594.4858364733,0.5523655190816688,1551267.7811792758,487633.6650634018,1063634.116115874,5529626.561615956,1492751.8219070267,4036874.7397089293,3.564585449852073,3.061215680654329,3.795360339183729,5529626.561615956,1492751.8219070267,4036874.7397089293,2615594.4858364733,2.114099334418641
Otros Los Cabos,estrellas_5,Los Cabos,41472.78634595997,15137567.01627539,15137567.01627539,10663184.876726974,0.7044186734408697,5381922.9826070415,695934.8692610406,4685988.113346001,25269038.74854789,2486790.374042636,22782248.37450525,4.695169148687332,3.573309060779159,4.861781085107731,25269038.74854789,2486790.374042636,22782248.37450525,10663184.876726974,2.36974590993907
San José del Cabo,estrella_1,Los Cabos,960.0191780821917,350407,350407,128396,0.3664196206126019,96963,75844,21119,223363,186435,36928,2.303590029186391,2.458137756447445,1.748567640513282,223363,186435,36928,128396,1.739641421851148
San José del Cabo,estrellas_2,Los Cabos,673.7616438356164,245923,245923,84438,0.3433513742106269,53463,40971,12492,135778,116174,19604,2.5396629444662664,2.8355178052769032,1.569324367595261,135778,116174,19604,84438,1.6080200857433857
San José del Cabo,estrellas_3,Los Cabos,476.3068493150685,173852,173852,59270,0.3409221636794515,56168,22270,33898,115036,43564,71472,2.0480700754878223,1.956174225415357,2.108442975986784,115036,43564,71472,59270,1.9408807153703391
San José del Cabo,estrellas_4,Los Cabos,10541.717808219179,3847727,3847727,2239169,0.5819459124828763,1300635,511847,788788,4734706,1597090,3137616,3.640303390267062,3.120248824355716,3.977768424468932,4734706,1597090,3137616,2239169,2.114492474663592
San José del Cabo,estrellas_5,Los Cabos,26028.142465753426,9500272,9500272,5900039,0.621038955516221,2803466,811074,1992392,13368520,2830443,10538077,4.768568621841678,3.4897469281471234,5.289158458777188,13368520,2830443,10538077,5900039,2.265835869898487
Zona Corredor los Cabos,estrellas_5,Los Cabos,33580.57534246575,12256910,12256910,6711134,0.5475388168796214,3889537,777083,3112454,13548839,2457357,11091482,3.4834066368310674,3.16228382296357,3.5635810199925846,13548839,2457357,11091482,6711134,2.0188598528952038
Akumal,estrellas_2,Riviera Maya,0.5698630136986301,208,208,,0,0,,,0,,,,,,0,,,,
Akumal,estrellas_3,Riviera Maya,1598.9315068493152,583610,583610,237077,0.40622504754887684,149240,10834,138406,633847,23826,610021,4.24716563923881,2.199187742292782,4.407475109460573,633847,23826,610021,237077,2.6735912804700583
Akumal,estrellas_4,Riviera Maya,5134.761643835616,1874188,1874188,1262709,0.6737365728518163,400747,32490,368257,2765263,115408,2649855,6.900271243452852,3.5521083410280085,7.1956676994598885,2765263,115408,2649855,1262709,2.1899447932975846
Akumal,estrellas_5,Riviera Maya,42132.717808219175,15378442,15378442,12892863,0.8383725087365808,3897922,65791,3832131,28936019,212665,28723354,7.423447416341323,3.2324330075542247,7.495399818012484,28936019,212665,28723354,12892863,2.244343944397765
Isla Mujeres,estrella_1,Sin Corredor Turístico,1886.9178082191781,688725,688725,228547,0.3318407201713311,347248,275146,72102,457705,304185,153520,1.3180925448094734,1.105540331315011,2.1292058472719204,457705,304185,153520,228547,2.002673410720771
Isla Mujeres,estrellas_2,Sin Corredor Turístico,3040.9068493150685,1109931,1109931,402503,0.3626378576686298,475708,316528,159180,810431,370342,440089,1.703631219151244,1.170013395339433,2.764725468023621,810431,370342,440089,402503,2.0134781604112266
Isla Mujeres,estrellas_3,Sin Corredor Turístico,2752.6246575342466,1004708,1004708,487667,0.48538182238023386,582630,298103,284527,1036744,360971,675773,1.779420901772995,1.210893550215865,2.37507512468061,1036744,360971,675773,487667,2.1259260930101895
Isla Mujeres,estrellas_4,Sin Corredor Turístico,3031.145205479452,1106368,1106368,678018,0.6128322583444207,752732,262442,490290,1404394,350966,1053428,1.8657291041167374,1.337308814900054,2.148581451793836,1404394,350966,1053428,678018,2.0713225902557157
Isla Mujeres,estrellas_5,Sin Corredor Turístico,4964.882191780822,1812182,1812182,1040901,0.5743909828041555,1552125,551640,1000485,2326651,701986,1624665,1.499010066843843,1.2725436879124066,1.623877419451566,2326651,701986,1624665,1040901,2.2352279419464485
Nuevo Vallarta,estrellas_3,Riviera Nayarit,774.3616438356164,282642,282642,169268,0.5988777322549373,358037,236933,121104,376644,246617,130027,1.0519694891868718,1.0408723141141167,1.0736804729818998,376644,246617,130027,169268,2.225134106860127
Nuevo Vallarta,estrellas_4,Riviera Nayarit,9914.30410958904,3618721,3618721,2867114,0.7923003735297637,2047893,1725184,322709,7712522,5256528,2455994,3.766076645605996,3.0469376020181036,7.610553160897279,7712522,5256528,2455994,2867114,2.689994886844402
Nuevo Vallarta,estrellas_5,Riviera Nayarit,83997.1095890411,30658945,30658945,21983722,0.7170410462590934,10937838,6084421,4853417,54310289,25099308,29210981,4.965358693372493,4.125176084955331,6.0186423297235745,54310289,25099308,29210981,21983722,2.4704774287083873
Otros Riviera Maya,estrella_1,Riviera Maya,301.5068493150685,110050,110050,72515,0.6589277601090413,66432,67340,-908,132849,150345,-17496,1.9997742052023122,2.2326254826254828,19.26872246696035,132849,150345,-17496,72515,1.8320209611804454
Otros Riviera Maya,estrellas_2,Riviera Maya,-1710.972602739726,-624505,-624505,-395308,0.6329941313520308,-151019,-2024,-148995,-827920,1501,-829421,5.482224091008416,-0.741600790513834,5.566770697003255,-827920,1501,-829421,-395308,2.0943669240187397
Otros Riviera Maya,estrellas_3,Riviera Maya,-4991.183561643836,-1821782,-1821782,-1430811,0.7853908974838921,-347767,12745,-360512,-2873926,29716,-2903642,8.263941086992153,2.331581012161632,8.054217335345287,-2873926,29716,-2903642,-1430811,2.008599318847842
Otros Riviera Maya,estrellas_4,Riviera Maya,9084.857534246576,3315973,3315973,2780637,0.8385583959821145,732667,34830,697837,5637129,114272,5522857,7.693985125575466,3.280849842090152,7.914250749100435,5637129,114272,5522857,2780637,2.0272797204381585
Otros Riviera Maya,estrellas_5,Riviera Maya,208859.52602739725,76233727,76233727,56836180,0.7455516375317712,20485600,369965,20115635,122597507,1660345,120937162,5.984569990627563,4.48784344465017,6.012097654386749,122597507,1660345,120937162,56836180,2.157032844220002
Playa del Carmen,estrella_1,Riviera Maya,646.9041095890411,236120,236120,107645,0.45589107233610027,59847,23210,36637,212406,52586,159820,3.5491503333500427,2.2656613528651444,4.362256734994678,212406,52586,159820,107645,1.9732082307585117
Playa del Carmen,estrellas_2,Riviera Maya,6307.668493150685,2302299,2302299,1352489,0.587451499566303,804605,140697,663908,2740163,368531,2371632,3.4056002634833242,2.6193237951057946,3.572229887273538,2740163,368531,2371632,1352489,2.026014999012931
Playa del Carmen,estrellas_3,Riviera Maya,19357.550684931506,7065506,7065506,4637659,0.6563803073693519,2340626,234775,2105851,9595916,654425,8941491,4.099722040172159,2.7874560749653923,4.246022629331325,9595916,654425,8941491,4637659,2.0691292740583127
Playa del Carmen,estrellas_4,Riviera Maya,25878.347945205478,9445597,9445597,6515001,0.6897394627359181,2860055,178151,2681904,13905022,515581,13389441,4.861802307997573,2.8940673922683566,4.992513154833283,13905022,515581,13389441,6515001,2.1343084981874907
Playa del Carmen,estrellas_5,Riviera Maya,40363.983561643836,14732854,14732854,11499737,0.7805505301281069,4331536,14556,4316980,23118444,38936,23079508,5.33723926108429,2.6749106897499315,5.346216104776951,23118444,38936,23079508,11499737,2.010345453987339
Playacar,estrellas_2,Riviera Maya,0.5698630136986301,208,208,,0,0,,,0,,,,,,0,,,,
Playacar,estrellas_3,Riviera Maya,72.0986301369863,26316,26316,3147,0.11958504331965344,1571,1338,233,4910,4201,709,3.1253978357733927,3.1397608370702543,3.0429184549356223,4910,4201,709,3147,1.5602160788052113
Playacar,estrellas_4,Riviera Maya,14020.91506849315,5117634,5117634,4189057,0.8185534565387051,1565389,,1565389,8818849,,8818849,5.633646972094477,,5.633646972094477,8818849,,8818849,4189057,2.105211029594489
Playacar,estrellas_5,Riviera Maya,63797.20547945205,23285980,23285980,19150332,0.8223975112922024,6371576,182380,6189196,40672309,664831,40007478,6.383398550060456,3.6453065029060205,6.464083218563445,40672309,664831,40007478,19150332,2.123843544853426
Playas de Rosarito,estrella_1,Sin Corredor Turístico,6613.545205479452,2413944,2413944,757401,0.3137607997534326,1446464,754775,691689,1667482,856184,811298,1.152798825273218,1.1343565963366566,1.1729230911580204,1667482,856184,811298,757401,2.2015841014205155
Playas de Rosarito,estrellas_2,Sin Corredor Turístico,4882.909589041096,1782262,1782262,401465,0.2252558826928925,824686,324104,500582,984394,374586,609808,1.1936591623963544,1.1557586453730901,1.218198017507621,984394,374586,609808,401465,2.4520045333964355
Playas de Rosarito,estrellas_3,Sin Corredor Turístico,12314.849315068494,4494920,4494920,1123785,0.25001223603534656,2199736,710800,1488936,2678052,832309,1845743,1.2174424567311715,1.1709468204839617,1.2396389099329992,2678052,832309,1845743,1123785,2.383064376192955
Playas de Rosarito,estrellas_4,Sin Corredor Turístico,11440.86301369863,4175915,4175915,1356867,0.32492687231421136,2604638,882100,1722538,3217432,1060649,2156783,1.2352703139553365,1.2024135585534519,1.2520960350366725,3217432,1060649,2156783,1356867,2.3712213503607944
Playas de Rosarito,estrellas_5,Sin Corredor Turístico,11272.164383561643,4114340,4114340,1511213,0.3673038689072852,2935018,1150125,1784893,3790014,1361320,2428694,1.2913086052623868,1.183627866536246,1.3606944505917162,3790014,1361320,2428694,1511213,2.5079283992395514
Puerto Escondido,estrella_1,Sin Corredor Turístico,5193.991780821918,1895807,1895807,571489,0.3014489344115725,930019,872515,57504,1396556,1206838,189718,1.5016424395630628,1.3831716360177189,3.2992139677239845,1396556,1206838,189718,571489,2.4437145771834627
Puerto Escondido,estrellas_2,Sin Corredor Turístico,10000.865753424658,3650316,3650316,1053445,0.28859008370782147,1671652,1591431,80221,2516437,2216042,300395,1.5053593690552818,1.3924838714339485,3.7445930616671443,2516437,2216042,300395,1053445,2.388769228578616
Puerto Escondido,estrellas_3,Sin Corredor Turístico,10786.61095890411,3937113,3937113,1177761,0.29914330627543584,1378942,1348027,30915,2315285,2243366,71919,1.6790300099641609,1.6641847678125141,2.3263464337700146,2315285,2243366,71919,1177761,1.9658360227584375
Puerto Escondido,estrellas_4,Sin Corredor Turístico,10286.887671232877,3754714,3754714,1291866,0.3440650872476572,1168364,1089594,78770,2721032,2420590,300442,2.3289248898459727,2.2215522479015117,3.8141678303922815,2721032,2420590,300442,1291866,2.1062803727321566
Puerto Escondido,estrellas_5,Sin Corredor Turístico,1992.345205479452,727206,727206,95998,0.13200936185895057,119486,99115,20371,237183,163717,73466,1.985027534606565,1.6517883266912172,3.6064012566884296,237183,163717,73466,95998,2.470707723077564
San Felipe,estrella_1,Sin Corredor Turístico,762.4,278276,278276,68859,0.24744857623366728,136410,101552,34858,159088,114763,44325,1.1662488087383622,1.1300909878682843,1.271587583911871,159088,114763,44325,68859,2.3103443268127624
San Felipe,estrellas_2,Sin Corredor Turístico,1306.295890410959,476798,476798,130239,0.27315341087840134,322726,229223,93503,333653,235989,97664,1.0338584433854106,1.029517107794593,1.044501245949328,333653,235989,97664,130239,2.561851672694047
San Felipe,estrellas_3,Sin Corredor Turístico,2183.857534246575,797108,797108,176172,0.2210139654852291,388486,225737,162749,453388,266936,186452,1.1670639353799108,1.1825088487930644,1.1456414478737196,453388,266936,186452,176172,2.573553118543242
San Felipe,estrellas_4,Sin Corredor Turístico,3156.117808219178,1151983,1151983,177161,0.15378785971667985,378767,238844,139923,420756,261969,158787,1.1108570704417227,1.0968205188323759,1.1348170064964302,420756,261969,158787,177161,2.3749922386981335
San Felipe,estrellas_5,Sin Corredor Turístico,621.5753424657535,226875,226875,56110,0.2473168044077135,97764,56584,41180,174624,90829,83795,1.78617896158095,1.6052064187756256,2.0348470131131617,174624,90829,83795,56110,3.1121725182676885
Tonalá Puerto Arista,estrella_1,Sin Corredor Turístico,2858.928767123288,1043509,1043509,181884,0.17430036540173588,477886,467205,10681,510530,499713,10817,1.068309178339604,1.0695797348059204,1.0127328901788222,510530,499713,10817,181884,2.80689890259726
Tonalá Puerto Arista,estrellas_2,Sin Corredor Turístico,2132.068493150685,778205,778205,229104,0.29440057568378514,501689,494148,7541,519939,512337,7602,1.036377118095075,1.0368088103159376,1.0080891128497547,519939,512337,7602,229104,2.2694453174104336
Tonalá Puerto Arista,estrellas_3,Sin Corredor Turístico,2395.841095890411,874482,874482,301525,0.3448041240414325,637853,630065,7788,711464,703035,8429,1.1154043329732712,1.115813447818876,1.082306111967129,711464,703035,8429,301525,2.3595522759306857
Tonalá Puerto Arista,estrellas_4,Sin Corredor Turístico,187.7013698630137,68511,68511,27519,0.4016727240881026,56323,53009,3314,59254,55887,3367,1.052039131438311,1.0542926672829143,1.015992757996379,59254,55887,3367,27519,2.153203241396853
Tonalá Puerto Arista,estrellas_5,Sin Corredor Turístico,0.1095890410958904,40,40,,0,0,,,0,,,,,,0,,,,
Acapulco,estrella_1,Sin Corredor Turístico,12604.361643835617,4600592,4600592,907081.142857143,0.19716617836511974,1569756.9957142856,1526979.427142857,42777.56857142857,2020901.7100000002,1914589.0014285715,106312.70857142858,1.2873978045757524,1.2538407311819346,2.48524430260479,2020901.7100000002,1914589.0014285715,106312.70857142858,907081.142857143,2.227917233109402
Acapulco,estrellas_2,Sin Corredor Turístico,54116.28767123288,19752445,19752445,4704680.977267527,0.2381822086970766,8088803.657991944,7993564.175812882,95239.48217906179,11285874.635319648,10990676.70732059,295197.92799905885,1.395246455780753,1.374940697990071,3.09953310586098,11285874.635319648,10990676.70732059,295197.92799905885,4704680.977267527,2.398860770762499
Acapulco,estrellas_3,Sin Corredor Turístico,85538.71780821918,31221632,31221632,9204710.403254788,0.2948183619374794,14661785.9009908,14418089.083072606,243696.81791819198,21769059.966239836,20246715.444579054,1522344.5216607838,1.484748182332191,1.404257896308151,6.246878948463859,21769059.966239836,20246715.444579054,1522344.5216607838,9204710.403254788,2.3649912938643123
Acapulco,estrellas_4,Sin Corredor Turístico,147466.65479452055,53825329,53825329,23979070.09365488,0.4454978824867913,37388405.78962368,36100445.678273164,1287960.111350515,60189090.148714095,54550195.1941602,5638894.954553895,1.6098330184866625,1.5110670843321723,4.378159622227062,60189090.148714095,54550195.1941602,5638894.954553895,23979070.09365488,2.5100677346383327
Acapulco,estrellas_5,Sin Corredor Turístico,142248.43561643836,51920679,51920679,27819795.211927235,0.535813393579218,36405622.24936792,32673275.541381724,3732346.707986199,63927718.99755264,52940483.88893762,10987235.108615018,1.7559847915705535,1.6202992510465273,2.9437873724606956,63927718.99755264,52940483.88893762,10987235.108615018,27819795.211927235,2.297921983629297
Cozumel,estrella_1,Sin Corredor Turístico,4529.380821917808,1653224,1653224,493755,0.2986618873183549,665787,510377,155410,922057,641502,280555,1.384912892561735,1.2569179253767313,1.8052570619651245,922057,641502,280555,493755,1.8674383044222338
Cozumel,estrellas_2,Sin Corredor Turístico,5741.580821917808,2095677,2095677,452147,0.21575223662806817,442890,336066,106824,878810,507056,371754,1.9842624579466686,1.508798866889242,3.4800606605257247,878810,507056,371754,452147,1.9436377992113185
Cozumel,estrellas_3,Sin Corredor Turístico,12459.369863013699,4547670,4547670,2001912,0.44020608355487534,1523232,836691,686541,3986009,1570765,2415244,2.6168101773071992,1.877353766205206,3.5179894572938832,3986009,1570765,2415244,2001912,1.9911010074368902
Cozumel,estrellas_4,Sin Corredor Turístico,24525.783561643835,8951911,8951911,4976950,0.5559650894652549,3150658,1160788,1989870,10226988,3055449,7171539,3.2459848069831763,2.6322196645726867,3.6040238809570475,10226988,3055449,7171539,4976950,2.0548705532504847
Cozumel,estrellas_5,Sin Corredor Turístico,53152.457534246576,19400647,19400647,11693895,0.6027579904938222,6147203,999541,5147662,24209118,3222189,20986929,3.938233046801936,3.2236686639167376,4.076982715648386,24209118,3222189,20986929,11693895,2.0702356229468455
La Paz,estrella_1,Sin Corredor Turístico,7648.717808219178,2791782,2791782,1221273.0714233771,0.4374528782775221,1354585.4521542091,1153673.3751763047,200912.07697790448,2065075.4367256002,1723486.495594672,341588.9411309281,1.5245073195208856,1.4939119968260413,1.7001911794903932,2065075.4367256002,1723486.495594672,341588.9411309281,1221273.0714233771,1.6909203068882726
La Paz,estrellas_2,Sin Corredor Turístico,5762.972602739726,2103485,2103485,835143.8701459252,0.3970286786670336,1251685.0887688403,1223391.2593922298,28293.82937661056,1612764.4400306344,1573864.1611556502,38900.278874984164,1.288474596766949,1.2864765454818863,1.3748679387718918,1612764.4400306344,1573864.1611556502,38900.278874984164,835143.8701459252,1.9311216877504411
La Paz,estrellas_3,Sin Corredor Turístico,12588.260273972603,4594715,4594715,2270010.299970912,0.49404811832092127,1693624.3253726657,1467770.709001154,225853.6163715116,3551682.1888837214,3182583.71926844,369098.46961528173,2.0970897357075975,2.1683112353660805,1.634237589572812,3551682.1888837214,3182583.71926844,369098.46961528173,2270010.299970912,1.564610605039648
La Paz,estrellas_4,Sin Corredor Turístico,16179.246575342466,5905425,5905425,3155398.5254763174,0.534322004847461,2172004.4382461235,1658055.7944608284,513948.64378529525,5539354.270065849,4050524.380343302,1488829.8897225468,2.550342058480706,2.442936114619993,2.8968456434812837,5539354.270065849,4050524.380343302,1488829.8897225468,3155398.5254763174,1.7555165299539035
La Paz,estrellas_5,Sin Corredor Turístico,7690.805479452055,2807144,2807144,1341461.2329834683,0.47787403602503764,1117588.6954581614,752408.8619694833,365179.8334886781,2397668.6642941954,1566037.2436379362,831631.4206562592,2.145394521292342,2.081364697830277,2.2773202252474403,2397668.6642941954,1566037.2436379362,831631.4206562592,1341461.2329834683,1.7873559111072301
Manzanillo,estrella_1,Sin Corredor Turístico,5250.290410958904,1916356,1916356,525021,0.273968406705226,541342,531191,10151,1027085,1008877,18208,1.8972941319904977,1.8992735193179102,1.7937149049354744,1027085,1008877,18208,525021,1.9562741299871815
Manzanillo,estrellas_2,Sin Corredor Turístico,9403.786301369862,3432382,3432382,1148954,0.33473954822044866,1171131,1158043,13088,2617305,2533230,84075,2.234852463131793,2.187509444813362,6.423823349633252,2617305,2533230,84075,1148954,2.27798937120198
Manzanillo,estrellas_3,Sin Corredor Turístico,19562.602739726026,7140350,7140350,3232080,0.4526500801781425,3167053,3079820,87233,7651511,7397638,253873,2.4159718830092203,2.4019708944029197,2.9102862448843902,7651511,7397638,253873,3232080,2.3673643597930742
Manzanillo,estrellas_4,Sin Corredor Turístico,33488.2301369863,12223204,12223204,5815079,0.4757409759339695,5477781,5187412,290369,17166144,15601930,1564214,3.1337769801311883,3.0076519852288577,5.386986902871863,17166144,15601930,1564214,5815079,2.952005295198913
Manzanillo,estrellas_5,Sin Corredor Turístico,28533.276712328767,10414646,10414646,5842550,0.5609936237871167,5025354,4139932,885422,13376367,10664071,2712296,2.661776065924908,2.5759048699350617,3.063280560004156,13376367,10664071,2712296,5842550,2.289474116610042
