centro_turístico,categoria,corredor_turístico,cuartos_disponibles_promedio,cuartos_disponibles_x,cuartos_disponibles_y,cuartos_ocupados_total_x,porcentaje_de_ocupación_total,llegada_de_turistas_total,llegada_de_turistas_nacionales,llegada_de_turistas_extranjeros,turistas_noche_total_x,turistas_noche_nacionales_x,turistas_noche_extranjeros_x,estadía_total,estadía_nacionales,estadía_extranjeros,turistas_noche_total_y,turistas_noche_nacionales_y,turistas_noche_extranjeros_y,cuartos_ocupados_total_y,densidad_total
Tepic,estrella_1,Sin Corredor Turístico,4595.434640765653,1677333.6438794634,1677333.6438794634,545587.4146052664,0.32527065595810195,473536.1363334167,467610.1363334167,5926,838872.9703075084,830715.9703075084,8157,1.7715078236750619,1.776514035433973,1.3764765440431994,838872.9703075084,830715.9703075084,8157,545587.4146052664,1.5375592395481386
Tepic,estrellas_2,Sin Corredor Turístico,4801.997359678051,1752729.0362824886,1752729.0362824886,519669.8786350585,0.2964918523500189,430162.0981383481,425961.8979207202,4200.200217627857,900219.9859010433,894721.322828267,5498.66307277628,2.0927459434408746,2.100472664798747,1.309143085536469,900219.9859010433,894721.322828267,5498.66307277628,519669.8786350585,1.7322920240548105
Tepic,estrellas_3,Sin Corredor Turístico,4052.4354262290253,1479138.9305735943,1479138.9305735943,513564.33793467324,0.34720493614181225,548010.8412513495,540626.8412513495,7384,917069.9051734839,907304.9051734839,9765,1.6734521220043939,1.6782461319778563,1.322453954496208,917069.9051734839,907304.9051734839,9765,513564.33793467324,1.7856962359604838
Tepic,estrellas_4,Sin Corredor Turístico,6720.146418002178,2452853.442570795,2452853.442570795,1154004.931986061,0.4704744735081145,1031209.2389481878,996633.3858469909,34575.85310119695,1881360.625035423,1818354.115601461,63006.50943396227,1.8244218088604134,1.8244964913112247,1.822269120867508,1881360.625035423,1818354.115601461,63006.50943396227,1154004.931986061,1.6302882014529794
Tepic,estrellas_5,Sin Corredor Turístico,236.85738820180458,86452.94669365867,86452.94669365867,24205.436838940834,0.2799839423022964,7791.685328697926,7338.738647522736,452.9466811751904,16366.513582541453,15649.686089279998,716.8274932614555,2.1005100812094106,2.132476279770871,1.582586920388984,16366.513582541453,15649.686089279998,716.8274932614555,24205.436838940834,0.676150308355997
Tequila,estrella_1,Sin Corredor Turístico,462.95342465753424,168978,168978,50338,0.2978967676265549,115929,115110,819,117605,116736,869,1.0144571246193792,1.014125618973156,1.061050061050061,117605,116736,869,50338,2.3363065676030037
Tequila,estrellas_2,Sin Corredor Turístico,200.01643835616437,73006,73006,20788,0.2847437196942717,44358,43618,740,49690,48841,849,1.1202037963839668,1.1197441423265624,1.1472972972972972,49690,48841,849,20788,2.390321339234174
Tequila,estrellas_3,Sin Corredor Turístico,535.227397260274,195358,195358,57001,0.2917771475956961,119896,112188,7708,130885,121714,9171,1.0916544338426637,1.0849110421791992,1.189802802283342,130885,121714,9171,57001,2.29618778617919
Tequila,estrellas_4,Sin Corredor Turístico,590.2712328767124,215449,215449,55327,0.25679859270639455,100274,93824,6450,114172,106597,7575,1.138600235355127,1.136137875170532,1.1744186046511629,114172,106597,7575,55327,2.0635855911218752
Tequila,estrellas_5,Sin Corredor Turístico,297.9287671232877,108744,108744,23904,0.21981902449790333,39328,35408,3920,48161,43508,4653,1.2245982506102522,1.2287618617261635,1.1869897959183673,48161,43508,4653,23904,2.0147674029451137
Teziutlán,estrella_1,Sin Corredor Turístico,534.7287671232876,195176,195176,45025,0.23068922408492848,94497,87379,7118,140193,128707,11486,1.483570907012921,1.472974055551105,1.6136555212138242,140193,128707,11486,45025,3.113670183231538
Teziutlán,estrellas_2,Sin Corredor Turístico,0.9424657534246575,344,344,,0,0,,,0,,,,,,0,,,,
Teziutlán,estrellas_3,Sin Corredor Turístico,736.1506849315068,268695,268695,100974,0.37579411600513596,197312,177851,19461,294635,264089,30546,1.4932442020759,1.4848890363281624,1.5696007399414214,294635,264089,30546,100974,2.9179293679561074
Teziutlán,estrellas_4,Sin Corredor Turístico,360.49041095890414,131579,131579,46527,0.3536050585579766,87962,79440,8522,131113,118084,13029,1.4905641072281213,1.4864551863041289,1.5288664632715325,131113,118084,13029,46527,2.8179981516108925
Teziutlán,estrellas_5,Sin Corredor Turístico,0.9424657534246575,344,344,,0,0,,,0,,,,,,0,,,,
Tlatlauquitepec,estrella_1,Sin Corredor Turístico,35.87397260273973,13094,13094,,0,0,,,0,,,,,,0,,,,
Tlatlauquitepec,estrellas_2,Sin Corredor Turístico,171.72876712328767,62681,62681,18647,0.29749046760581355,39448,35327,4121,55690,50214,5476,1.4117319002230784,1.4214057236674498,1.3288036884251395,55690,50214,5476,18647,2.986539389714163
Tlatlauquitepec,estrellas_3,Sin Corredor Turístico,235.3068493150685,85887,85887,24745,0.2881111227543167,49843,44996,4847,73186,66028,7158,1.4683305579519692,1.4674193261623256,1.4767897668661027,73186,66028,7158,24745,2.957607597494443
Tlatlauquitepec,estrellas_4,Sin Corredor Turístico,0.9424657534246575,344,344,,0,0,,,0,,,,,,0,,,,
Tlatlauquitepec,estrellas_5,Sin Corredor Turístico,0.9424657534246575,344,344,,0,0,,,0,,,,,,0,,,,
Tula de Allende,estrellas_2,Sin Corredor Turístico,2.652054794520548,968,968,,0,0,,,0,,,,,,0,,,,
Tula de Allende,estrellas_3,Sin Corredor Turístico,330.1808219178082,120516,120516,77449,0.6426449600053105,128391,126236,2155,166473,163146,3327,1.2966095754375306,1.292388858962578,1.5438515081206496,166473,163146,3327,77449,2.1494531885498844
Tula de Allende,estrellas_4,Sin Corredor Turístico,1768.5068493150684,645505,645505,371524,0.5755555727686075,540803,530895,9908,723385,709438,13947,1.3376127721184978,1.3363056724964446,1.407650383528462,723385,709438,13947,371524,1.947074751563829
Tula de Allende,estrellas_5,Sin Corredor Turístico,525.2821917808219,191728,191728,117812,0.6144746724526412,194870,189023,5847,257989,250390,7599,1.323903114897111,1.324653613581416,1.2996408414571574,257989,250390,7599,117812,2.189836349438088
Tuxtepec,estrella_1,Sin Corredor Turístico,726.5561643835616,265193,265193,77066,0.2906034473006452,151775,151750,25,155801,155776,25,1.0265261077252512,1.0265304777594728,1,155801,155776,25,77066,2.0216567617366934
Tuxtepec,estrellas_2,Sin Corredor Turístico,2752.167123287671,1004541,1004541,465492,0.4633877561990999,630280,630051,229,780413,780115,298,1.2382004823253157,1.2381775443575203,1.3013100436681222,780413,780115,298,465492,1.6765336461206637
Tuxtepec,estrellas_3,Sin Corredor Turístico,2015.7095890410958,735734,735734,246561,0.3351224763297605,185648,185190,458,353984,349931,4053,1.9067482547616996,1.889578270964955,8.84934497816594,353984,349931,4053,246561,1.4356852868052936
Tuxtepec,estrellas_4,Sin Corredor Turístico,2905.6,1060544,1060544,405453,0.3823066275420916,376540,375767,773,616092,609326,6766,1.6361927019705742,1.621552717508456,8.752910737386804,616092,609326,6766,405453,1.5195152089144734
Uxmal,estrellas_4,Sin Corredor Turístico,2438.5479452054797,890070,890070,217221,0.24404934443358386,407123,119666,287457,434482,136299,298183,1.0672008213733932,1.1389952033158959,1.0373134068747674,434482,136299,298183,217221,2.000184144258612
Valladolid,estrella_1,Sin Corredor Turístico,1230.2191780821918,449030,449030,182339,0.4060730908847961,366034,187293,178741,369029,188598,180431,1.0081823000049175,1.006967692332335,1.0094550215115725,369029,188598,180431,182339,2.0238621468802616
Valladolid,estrellas_2,Sin Corredor Turístico,1219.6054794520549,445156,445156,110374,0.2479445407901949,224793,213233,11560,241614,227721,13893,1.0748288425351322,1.0679444551265518,1.2018166089965399,241614,227721,13893,110374,2.1890481453965607
Valladolid,estrellas_3,Sin Corredor Turístico,3963.6054794520546,1446716,1446716,469126,0.32426958712007053,770660,589198,181462,891411,650020,241391,1.156685178937534,1.1032284563084056,1.3302564724294894,891411,650020,241391,469126,1.9001526242416749
Valladolid,estrellas_5,Sin Corredor Turístico,1607.213698630137,586633,586633,185868,0.31683863676267787,218708,115786,102922,350469,196795,153674,1.6024516707207783,1.6996441711433161,1.4931112881599657,350469,196795,153674,185868,1.885580089095487
Xicotepec,estrella_1,Sin Corredor Turístico,264.12602739726026,96406,96406,25528,0.26479679687986224,48410,44221,4189,73683,67605,6078,1.522061557529436,1.5287985346328667,1.450942945810456,73683,67605,6078,25528,2.8863600752115324
Xicotepec,estrellas_2,Sin Corredor Turístico,42.86027397260274,15644,15644,,0,0,,,0,,,,,,0,,,,
Xicotepec,estrellas_3,Sin Corredor Turístico,545.2164383561644,199004,199004,69634,0.3499125645715664,135804,124018,11786,206950,186662,20288,1.5238873670878619,1.5051202244835427,1.7213643305616833,206950,186662,20288,69634,2.9719677169198953
Xicotepec,estrellas_4,Sin Corredor Turístico,401.758904109589,146642,146642,62392,0.42547155657997027,118300,105565,12735,187083,169029,18054,1.5814285714285714,1.6011841045801165,1.4176678445229682,187083,169029,18054,62392,2.9985094242851646
Xicotepec,estrellas_5,Sin Corredor Turístico,0.9424657534246575,344,344,,0,0,,,0,,,,,,0,,,,
Zacatlán,estrella_1,Sin Corredor Turístico,298.8986301369863,109098,109098,45787,0.4196868870190104,90754,79201,11553,143635,123075,20560,1.5826850607135774,1.553957652049848,1.7796243399982687,143635,123075,20560,45787,3.1370257933474566
Zacatlán,estrellas_2,Sin Corredor Turístico,409.49041095890414,149464,149464,49988,0.3344484290531499,95264,88065,7199,157444,145996,11448,1.652712462210279,1.6578209277238403,1.5902208640088902,157444,145996,11448,49988,3.1496359126190288
Zacatlán,estrellas_3,Sin Corredor Turístico,1392.8246575342466,508381,508381,237494,0.46715750588633326,470044,420249,49795,735311,664805,70506,1.5643450400388048,1.5819311884144875,1.415925293704187,735311,664805,70506,237494,3.0961245336724295
Zacatlán,estrellas_4,Sin Corredor Turístico,285.55068493150685,104226,104226,45404,0.4356302650010554,92916,80925,11991,144899,122214,22685,1.5594623100434801,1.5102131603336422,1.8918355433241598,144899,122214,22685,45404,3.1913267553519513
Zacatlán,estrellas_5,Sin Corredor Turístico,0.7890410958904109,288,288,,0,0,,,0,,,,,,0,,,,
Abasolo,estrellas_4,Sin Corredor Turístico,207.96986301369864,75909,75909,24433,0.3218722417631638,45785,45785,,73644,73644,,1.6084743911761494,1.6084743911761494,,73644,73644,,24433,3.014120247206647
Silao,estrellas_2,Sin Corredor Turístico,216.75616438356164,79116,79116,48042,0.607234946155013,93692,93692,,96063,96063,,1.0253063228450667,1.0253063228450667,,96063,96063,,48042,1.999562882477832
Silao,estrellas_3,Sin Corredor Turístico,241.2986301369863,88074,88074,44318,0.5031904988986534,30111,29611,500,86978,79777,7201,2.8885789246454783,2.694167707946371,14.402,86978,79777,7201,44318,1.9625885644659056
Silao,estrellas_4,Sin Corredor Turístico,3245.3972602739727,1184570,1184570,505142,0.4264349088698853,729125,724581,4544,841438,833609,7829,1.1540380593176753,1.1504704097954541,1.722931338028169,841438,833609,7829,505142,1.6657454735500117
Silao,estrellas_5,Sin Corredor Turístico,406.2712328767123,148289,148289,77566,0.5230731881663508,37849,29129,8720,93403,59383,34020,2.4677798620835425,2.0386213052284665,3.9013761467889907,93403,59383,34020,77566,1.2041745094500167
Bustamante,estrella_1,Sin Corredor Turístico,34.18082191780822,12476,12476,735,0.058913113177300414,1874,1761,113,2116,1982,134,1.129135538954109,1.12549687677456,1.1858407079646018,2116,1982,134,735,2.8789115646258505
Bustamante,estrellas_2,Sin Corredor Turístico,68.18630136986302,24888,24888,3736,0.15011250401800064,11442,11398,44,11864,11813,51,1.0368816640447474,1.0364098964730655,1.1590909090909092,11864,11813,51,3736,3.1755888650963597
Huauchinango,estrella_1,Sin Corredor Turístico,242.52602739726026,88522,88522,,0,0,,,0,,,,,,0,,,,
Huauchinango,estrellas_2,Sin Corredor Turístico,182,66430,66430,29518,0.4443474333885293,59921,52533,7388,90188,78653,11535,1.5051150681730945,1.497211276721299,1.5613156469951273,90188,78653,11535,29518,3.055356053933193
Huauchinango,estrellas_3,Sin Corredor Turístico,183.4986301369863,66977,66977,27416,0.40933454768054706,58716,51140,7576,90647,78326,12321,1.5438211049799033,1.5315995307000392,1.6263199577613516,90647,78326,12321,27416,3.3063539538955355
Huauchinango,estrellas_4,Sin Corredor Turístico,355.972602739726,129930,129930,54404,0.41871777110751945,111735,98410,13325,179700,156926,22774,1.6082695663847497,1.59461436845849,1.7091181988742965,179700,156926,22774,54404,3.3030659510330125
Huauchinango,estrellas_5,Sin Corredor Turístico,0.5260273972602739,192,192,,0,0,,,0,,,,,,0,,,,
