Origen,Destino,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
La Paz,León,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
La Paz,Loreto,421,363,361,302,337,359,361,357,361,369,572,418,486,424,364,358,281,0,0,0,0,0,49,133,154,139,75,115
La Paz,Los Mochis,360,892,1026,1034,1002,1009,818,734,769,718,744,342,326,349,220,576,507,226,165,0,0,0,162,373,425,397,386,403
La Paz,Manzanillo,271,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Paz,Mazatlán,331,362,651,1120,1023,987,976,977,975,964,993,786,1143,1306,972,859,469,31,235,261,194,195,110,321,612,416,393,384
La Paz,Mexicali,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,107
La Paz,México,1924,1805,1710,1556,1453,1818,1790,1785,1480,1353,1089,970,1424,1459,1199,2221,1620,1071,1470,1487,1501,1615,1813,1778,1882,1541,1305,1503
La Paz,Monterrey,3,2,0,0,0,0,342,361,355,364,366,335,331,361,54,0,61,117,111,68,0,9,100,6,25,29,37,146
La Paz,Morelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
La Paz,Puebla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
La Paz,Puerto Vallarta,95,0,0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,72
La Paz,Querétaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,116,135,2,0,0
La Paz,San José Del Cabo,35,0,0,0,21,96,81,47,23,0,0,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0
La Paz,San Luis Potosí,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,24,21,4,2,2,4,5,11,2,3,19,0,0
La Paz,Tijuana,696,722,942,801,778,744,709,750,730,722,712,634,709,731,672,1433,899,409,628,399,420,403,458,578,614,679,717,816
La Paz,Toluca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,309,158,0,1,0,0,1,0,3,0,0
La Paz,Tuxtla Gutiérrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
La Paz,Zihuatanejo,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Total,2398,2538,2173,2007,1607,2543,2744,2483,2458,2380,1736,1008,623,519,587,575,636,504,541,554,604,598,603,594,596,593,573,621
Lázaro Cárdenas,Acapulco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lázaro Cárdenas,Apatzingán,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Colima,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Guadalajara,371,219,213,131,45,613,607,610,613,611,564,399,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Los Mochis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Manzanillo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,México,879,824,859,766,677,667,705,661,651,638,577,516,447,519,587,516,586,504,541,554,604,598,603,594,596,593,572,620
Lázaro Cárdenas,Morelia,517,558,544,522,404,585,607,608,612,575,376,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Lázaro Cárdenas,Tepic,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Toluca,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Uruapan,628,871,496,529,417,614,636,604,582,556,219,39,0,0,0,59,49,0,0,0,0,0,0,0,0,0,0,0
Lázaro Cárdenas,Zihuatanejo,1,66,58,57,64,41,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
León,Total,6043,6598,8430,7580,5440,5121,5789,7091,6817,7136,6910,7060,6116,5929,6323,7561,5557,5191,5069,3795,4284,4475,5491,6850,7457,7809,8372,9254
León,Acapulco,105,107,109,5,0,0,0,0,0,1,0,87,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
León,Aguascalientes,0,0,0,148,26,0,1,0,0,0,2,18,104,1,3,0,2,0,1,2,0,2,4,2,1,4,0,0
León,Campeche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
León,Cancún,6,33,75,30,16,6,23,74,91,45,64,326,256,143,137,142,138,128,114,127,194,294,389,369,450,853,1156,1183
León,Celaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
León,Chihuahua,67,181,0,376,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,1,0,0,0
León,Ciudad del Carmen,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
León,Ciudad Juárez,0,0,166,248,0,0,91,410,261,405,360,273,7,0,0,0,122,0,0,1,0,0,28,84,114,148,237,478
León,Ciudad Obregón,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
León,Ciudad Victoria,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,2,3,4,0,0,1,0,0,0,0
León,Cozumel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1
León,Cuernavaca,0,0,0,0,0,0,0,0,60,330,360,85,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
León,Culiacán,2,1,54,131,0,0,0,0,0,1,0,2,3,3,7,39,13,0,0,3,2,0,0,0,1,0,0,0
León,Durango,0,0,0,109,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
León,Guadalajara,1100,1398,1452,1024,1220,974,730,577,133,143,151,113,55,96,73,1,2,6,5,2,2,3,6,6,4,4,3,4
León,Hermosillo,260,3,1,8,3,0,0,18,158,0,0,24,92,80,10,2,2,0,0,2,1,7,1,5,11,3,2,0
León,Huatulco,1,0,0,0,0,0,0,18,43,1,0,20,0,28,71,35,0,0,0,0,0,0,0,0,0,0,0,0
León,Los Mochis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
León,Manzanillo,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
León,Matamoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
León,Mazatlán,366,10,0,1,0,21,0,2,0,0,0,0,0,0,45,70,9,0,0,0,1,0,1,0,1,2,0,0
León,Mérida,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,13,103
León,Mexicali,0,2,0,1,0,0,0,17,98,111,8,98,8,2,0,0,0,0,0,0,1,0,0,1,0,0,13,104
León,México,1888,1263,1780,1274,1297,1277,1727,2347,2293,2089,1842,2110,2127,2364,2228,2602,2104,2988,3066,2201,2443,2173,2517,2758,2773,2846,3206,3379
León,Minatitlán,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
León,Monterrey,1343,1405,1970,1732,1405,1427,1270,1191,1183,1355,1486,1552,1536,1398,1597,2228,1677,1179,1135,879,996,977,1475,2126,2190,1868,1325,1445
León,Morelia,0,363,365,158,180,224,240,156,271,484,365,148,9,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0
León,Oaxaca,0,0,0,0,0,0,0,0,244,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0
León,Pachuca,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
León,Portage Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
León,Poza Rica,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
León,Puebla,9,0,244,335,24,0,0,223,88,0,0,1,0,3,0,1,0,0,0,1,2,2,1,2,3,0,1,3
León,Puerto Vallarta,238,219,215,521,208,208,207,346,283,365,370,292,362,354,355,251,1,0,0,0,2,0,52,166,226,222,247,338
León,Querétaro,0,0,0,0,0,0,226,208,1,1,0,0,0,0,0,1,0,5,2,6,6,10,3,12,9,12,5,1
León,Saltillo,0,0,0,0,0,0,0,67,93,2,1,0,2,2,10,1,3,0,2,0,1,106,15,18,13,0,0,0
León,San José Del Cabo,0,0,10,0,0,0,0,1,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,171,274,244,286
León,San Luis Potosí,0,0,101,0,3,7,7,6,1,5,2,0,0,1,0,2,1,3,2,3,2,4,3,7,7,3,1,0
León,Tampico,71,0,0,83,0,0,0,0,1,1,0,0,1,0,51,122,0,1,1,1,0,0,0,0,0,0,0,0
León,Tapachula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
León,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
León,Tijuana,582,1084,1490,971,934,863,1195,1235,1301,1685,1751,1499,1431,1332,1580,1781,1282,815,714,554,622,877,976,1283,1362,1464,1903,1929
León,Toluca,0,0,0,1,0,1,0,2,0,0,20,155,0,0,6,202,139,2,0,0,0,10,5,3,0,0,0,0
León,Torreón,1,0,62,356,0,0,0,94,5,8,0,3,1,1,0,0,0,2,0,0,1,3,4,3,94,19,2,0
León,Tuxtla Gutiérrez,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
León,Veracruz,3,0,0,1,0,0,0,0,0,0,1,87,3,0,0,0,0,4,7,2,0,1,3,1,0,0,0,0
León,Villahermosa,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
León,Zacatecas,0,480,288,40,1,0,0,3,109,74,118,144,108,104,107,76,54,55,12,0,0,0,2,1,2,0,0,0
León,Zihuatanejo,1,46,46,24,122,113,72,95,99,28,7,8,3,0,3,2,0,0,1,0,0,0,0,0,0,85,14,0
Loreto,Total,590,366,363,727,672,718,719,728,719,760,1285,937,1079,979,744,715,557,1,0,0,0,82,134,265,316,321,324,436
Loreto,Ciudad Obregón,162,0,0,0,337,357,358,355,361,345,271,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loreto,Culiacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,0,0,0,0,0
Loreto,Durango,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loreto,Guadalajara,0,0,0,196,0,0,0,0,0,14,72,52,127,80,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Loreto,Hermosillo,0,0,0,196,0,1,0,0,0,27,357,352,359,361,357,359,282,0,0,0,0,0,0,0,0,0,0,0
Loreto,La Paz,428,366,363,302,335,358,361,359,356,374,569,417,483,430,363,352,275,0,0,0,0,0,49,130,154,140,74,117
Loreto,Los Cabos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Loreto,Los Mochis,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loreto,Mazatlán,0,0,0,32,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Loreto,México,0,0,0,1,0,0,0,0,0,0,16,107,107,108,8,3,0,1,0,0,0,1,2,2,5,4,0,1
Loreto,Monterrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Loreto,Tapachula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Loreto,Tijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,133,157,175,250,317
Los Cabos,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,16,0,6
Los Cabos,Ciudad Obregón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Los Cabos,Culiacán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Los Cabos,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Los Cabos,Hermosillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Los Cabos,Loreto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Los Cabos,Los Mochis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Los Cabos,Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Los Cabos,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Los Mochis,Total,4394,4562,4911,5866,6121,5917,5507,5420,5755,5112,4362,4428,4601,3705,3191,5061,2860,2653,2631,1823,1603,1663,1873,1908,3022,2376,2078,2325
Los Mochis,Acapulco,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Los Mochis,Aguascalientes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0
Los Mochis,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Los Mochis,Celaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Los Mochis,Chihuahua,246,418,689,599,635,647,694,663,575,376,403,331,363,358,322,224,0,0,0,0,0,0,14,11,0,88,196,181
Los Mochis,Ciudad Juárez,0,0,0,133,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,0
Los Mochis,Ciudad Obregón,0,0,0,45,361,361,355,369,723,697,650,556,566,242,57,166,71,1,0,1,1,0,1,0,0,0,1,0
Los Mochis,Culiacán,528,624,360,363,393,361,366,352,332,393,220,461,580,497,13,1,1,3,5,1,1,0,0,0,1,0,0,0
Los Mochis,Durango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0
Los Mochis,Guadalajara,721,715,715,1071,880,803,726,720,1138,942,659,533,636,635,921,1383,456,538,247,1,51,74,243,442,740,471,258,333
Los Mochis,Guaymas,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Mochis,Hermosillo,366,365,365,411,732,730,712,715,625,665,555,528,572,485,357,557,352,365,365,364,367,364,251,10,280,80,2,1
Los Mochis,La Paz,361,926,1024,1053,990,1008,799,706,778,722,745,373,357,348,203,529,490,219,146,1,0,0,161,374,424,401,394,399
Los Mochis,León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Los Mochis,Loreto,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Mochis,Los Cabos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Los Mochis,Mazatlán,366,364,366,709,364,363,341,346,3,0,178,358,353,363,352,349,337,363,364,359,362,362,243,9,277,52,0,0
Los Mochis,Mexicali,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Los Mochis,México,1142,727,876,840,1241,1167,1067,1080,1168,968,658,997,861,486,424,882,758,815,1116,871,666,668,720,823,829,852,908,960
Los Mochis,Minatitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Mochis,Monclova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Los Mochis,Monterrey,0,0,4,0,3,5,0,0,0,1,0,1,2,0,1,0,0,0,75,40,0,0,0,0,0,1,0,77
Los Mochis,Morelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Los Mochis,Oaxaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Los Mochis,Puebla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,199,0,0,0
Los Mochis,Puerto Vallarta,0,0,0,96,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,0
Los Mochis,Querétaro,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,16,0,0,0,0,0,0
Los Mochis,San José Del Cabo,0,64,0,0,2,7,53,103,46,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
Los Mochis,San Luis Potosí,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Los Mochis,Tampico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Mochis,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Los Mochis,Tijuana,616,359,508,426,520,463,394,366,363,346,293,290,310,288,538,969,390,348,313,181,150,173,233,223,265,299,313,374
Los Mochis,Toluca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0
Los Mochis,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,2,2,2,0
Los Mochis,Uruapan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Mochis,Veracruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Los Mochis,Villahermosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Los Mochis,Zihuatanejo,0,0,0,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Total,1980,2413,2089,3989,2813,2316,1911,1453,1944,1975,1617,1554,1633,1722,1566,1430,1360,1104,1224,1421,1725,1741,1713,1458,1444,1086,768,776
Manzanillo,Acapulco,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Manzanillo,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Manzanillo,Chihuahua,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Manzanillo,Ciudad Obregón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Colima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,29,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Culiacán,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Guadalajara,667,1294,1297,1511,1284,833,823,698,593,323,203,152,13,0,10,0,0,0,0,0,0,0,0,0,0,28,0,0
Manzanillo,Huatulco,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,La Paz,270,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Lázaro Cárdenas,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,León,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0
Manzanillo,Mazatlán,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,México,1010,756,783,718,748,755,1059,751,1321,1348,1207,1276,1402,1503,1518,1361,1309,1101,1222,1419,1723,1699,1663,1454,1419,1058,768,776
Manzanillo,Minatitlán,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Monterrey,14,0,3,173,0,0,2,3,5,14,3,0,4,43,22,8,19,1,1,0,0,0,0,0,0,0,0,0
Manzanillo,Morelia,0,0,1,111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Manzanillo,Nuevo Laredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Puebla,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Puerto Vallarta,4,17,1,399,49,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Querétaro,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,1,2,1,0,0,0
Manzanillo,Saltillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0
Manzanillo,San José Del Cabo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,San Luis Potosí,0,0,0,96,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Manzanillo,Tampico,0,0,0,0,0,0,0,0,25,289,157,118,205,142,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Tepic,0,0,0,239,365,364,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manzanillo,Tijuana,0,0,0,172,365,364,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,0,0,0,0,0
Manzanillo,Torreón,0,0,0,156,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
Manzanillo,Tuxtla Gutiérrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Manzanillo,Zihuatanejo,13,0,0,0,0,0,0,0,0,0,44,3,1,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Matamoros,Total,602,438,686,1434,1158,1450,1700,1798,2011,1287,1367,1164,1272,888,366,588,668,635,647,1192,1554,1349,1038,1074,968,662,427,374
Matamoros,Aguascalientes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
Matamoros,Cancún,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Matamoros,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matamoros,Ciudad del Carmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,22,16,0,0,0,0
Matamoros,Ciudad Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2
Matamoros,Ciudad Victoria,0,0,16,365,366,363,356,361,336,199,364,272,363,256,0,0,0,2,0,267,306,96,0,0,0,0,0,0
Matamoros,Guadalajara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
Matamoros,Hermosillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0
Matamoros,León,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Matamoros,Mazatlán,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matamoros,Mérida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matamoros,México,358,359,663,757,730,725,1000,1079,1080,1025,1001,882,881,624,357,583,667,632,643,920,1229,1215,999,1039,957,659,423,371
Matamoros,Minatitlán,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matamoros,Monclova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Matamoros,Monterrey,107,78,3,114,62,362,0,0,1,0,0,0,2,0,2,1,1,0,1,1,0,0,0,0,2,2,0,0
Matamoros,Oaxaca,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matamoros,Puebla,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matamoros,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Matamoros,Reynosa,0,0,0,0,0,0,344,358,475,63,0,10,26,7,6,3,0,1,3,1,0,1,4,2,0,0,0,0
Matamoros,Saltillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,1,0
Matamoros,San José Del Cabo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Matamoros,San Luis Potosí,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
Matamoros,Tampico,52,0,0,0,0,0,0,0,119,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Matamoros,Tapachula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Matamoros,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matamoros,Toluca,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0
Matamoros,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0
