estado,museo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,clas_visitantes
Michoacán,Museo de Artes y Oficios de Pátzcuaro,36293.0,38800.0,28786.0,35752.0,39206.0,61886.0,44130.0,26902.0,26287.0,22648.0,4888.0,18838.0,14492.0,15545.0,15068.0,20360.0,23595.0,25116.0,23870.0,23036.0,Total Visitantes
Michoacán,Museo de Artes y Oficios de Pátzcuaro,28703.0,31442.0,24932.0,32697.0,36260.0,57190.0,41171.0,23572.0,24182.0,20761.0,4482.0,18046.0,13806.0,14799.0,14481.0,19542.0,22441.0,23769.0,21904.0,21577.0,    Visitantes Nacionales
Michoacán,Museo de Artes y Oficios de Pátzcuaro,7590.0,7358.0,3854.0,3055.0,2946.0,4696.0,2959.0,3330.0,2105.0,1887.0,406.0,792.0,686.0,746.0,587.0,818.0,1154.0,1347.0,1966.0,1459.0,    Visitantes Internacionales
Michoacán,Museo de la Estampa Ex Convento de Santa María Magdalena,9608.0,9865.0,9496.0,9506.0,9699.0,10647.0,10924.0,7803.0,13878.0,15068.0,17914.0,15279.0,10157.0,12982.0,16843.0,21107.0,22848.0,25856.0,27283.0,28878.0,Total Visitantes
Michoacán,Museo de la Estampa Ex Convento de Santa María Magdalena,8855.0,9567.0,9327.0,9326.0,9484.0,10293.0,10432.0,7540.0,13176.0,14291.0,17061.0,14897.0,9918.0,12700.0,16640.0,20825.0,22446.0,25430.0,26833.0,28578.0,    Visitantes Nacionales
Michoacán,Museo de la Estampa Ex Convento de Santa María Magdalena,753.0,298.0,169.0,180.0,215.0,354.0,492.0,263.0,702.0,777.0,853.0,382.0,239.0,282.0,203.0,282.0,402.0,426.0,450.0,300.0,    Visitantes Internacionales
Michoacán,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",25536.0,23492.0,24352.0,29248.0,22062.0,23002.0,20498.0,29494.0,22860.0,14104.0,0.0,7333.0,12490.0,10441.0,9604.0,11012.0,13405.0,17572.0,9199.0,16931.0,Total Visitantes
Michoacán,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",23741.0,21932.0,22907.0,27431.0,20457.0,21565.0,19147.0,28256.0,21818.0,13080.0,0.0,7132.0,12197.0,10205.0,9417.0,10700.0,12925.0,17223.0,8807.0,16451.0,    Visitantes Nacionales
Michoacán,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",1795.0,1560.0,1445.0,1817.0,1605.0,1437.0,1351.0,1238.0,1042.0,1024.0,0.0,201.0,293.0,236.0,187.0,312.0,480.0,349.0,392.0,480.0,    Visitantes Internacionales
Michoacán,Templo de Tupátaro,13390.0,14730.0,15608.0,14616.0,20324.0,15820.0,24062.0,18540.0,19502.0,16403.0,13334.0,10399.0,12436.0,11561.0,12004.0,12695.0,15479.0,18533.0,19527.0,19117.0,Total Visitantes
Michoacán,Templo de Tupátaro,12166.0,13607.0,14335.0,12865.0,17318.0,13634.0,22424.0,17583.0,18150.0,15898.0,13054.0,10228.0,12188.0,11343.0,11831.0,12695.0,14623.0,17758.0,18581.0,16238.0,    Visitantes Nacionales
Michoacán,Templo de Tupátaro,1224.0,1123.0,1273.0,1751.0,3006.0,2186.0,1638.0,957.0,1352.0,505.0,280.0,171.0,248.0,218.0,173.0,0.0,856.0,775.0,946.0,2879.0,    Visitantes Internacionales
Morelos,Total Estado,284906.0,394046.0,523032.0,773105.0,792268.0,623498.0,424049.0,399798.0,396047.0,279974.0,268569.0,277979.0,258378.0,262768.0,260040.0,277549.0,287184.0,239935.0,68537.0,213346.0,Total Visitantes
Morelos,Total Estado,229365.0,325015.0,428839.0,627073.0,643263.0,504574.0,379126.0,368294.0,365725.0,259532.0,250195.0,260311.0,244087.0,253578.0,249038.0,263027.0,270379.0,226578.0,66084.0,195866.0,    Visitantes Nacionales
Morelos,Total Estado,55541.0,69031.0,94193.0,146032.0,149005.0,118924.0,44923.0,31504.0,30322.0,20442.0,18374.0,17668.0,14291.0,9190.0,11002.0,14522.0,16805.0,13357.0,2453.0,17480.0,    Visitantes Internacionales
Morelos,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,12352.0,22892.0,25179.0,27813.0,23849.0,23385.0,20263.0,25320.0,20065.0,19967.0,17467.0,16885.0,16577.0,15195.0,17482.0,18891.0,16607.0,13146.0,1822.0,2316.0,Total Visitantes
Morelos,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,8998.0,20289.0,23978.0,26493.0,22114.0,21863.0,18747.0,23864.0,18542.0,18722.0,16676.0,16288.0,16387.0,15195.0,17236.0,18529.0,16272.0,12960.0,1815.0,2285.0,    Visitantes Nacionales
Morelos,Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria,3354.0,2603.0,1201.0,1320.0,1735.0,1522.0,1516.0,1456.0,1523.0,1245.0,791.0,597.0,190.0,0.0,246.0,362.0,335.0,186.0,7.0,31.0,    Visitantes Internacionales
Morelos,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",11171.0,12006.0,13577.0,14297.0,14519.0,13897.0,14152.0,16245.0,25145.0,11158.0,5022.0,10546.0,11918.0,11898.0,10577.0,9538.0,8676.0,8291.0,0.0,3025.0,Total Visitantes
Morelos,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",11107.0,11909.0,13519.0,14216.0,14371.0,13820.0,14079.0,16204.0,25115.0,11112.0,4986.0,10492.0,11856.0,11840.0,10529.0,9503.0,8599.0,8249.0,0.0,2973.0,    Visitantes Nacionales
Morelos,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",64.0,97.0,58.0,81.0,148.0,77.0,73.0,41.0,30.0,46.0,36.0,54.0,62.0,58.0,48.0,35.0,77.0,42.0,0.0,52.0,    Visitantes Internacionales
Morelos,Museo Regional Cuauhnáhuac,145021.0,237176.0,355638.0,605198.0,627980.0,458648.0,268928.0,235934.0,226770.0,141009.0,145690.0,140695.0,122563.0,131549.0,127203.0,140094.0,143471.0,107775.0,5064.0,101581.0,Total Visitantes
Morelos,Museo Regional Cuauhnáhuac,102996.0,180132.0,272302.0,471245.0,490989.0,352170.0,235633.0,210870.0,199207.0,122721.0,129659.0,127926.0,111374.0,122417.0,119227.0,131106.0,132554.0,99970.0,5064.0,90877.0,    Visitantes Nacionales
Morelos,Museo Regional Cuauhnáhuac,42025.0,57044.0,83336.0,133953.0,136991.0,106478.0,33295.0,25064.0,27563.0,18288.0,16031.0,12769.0,11189.0,9132.0,7976.0,8988.0,10917.0,7805.0,0.0,10704.0,    Visitantes Internacionales
Morelos,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,116362.0,121972.0,128638.0,125797.0,125920.0,127568.0,120706.0,122299.0,124067.0,107840.0,100390.0,109853.0,107320.0,104126.0,104778.0,109026.0,118430.0,110723.0,61651.0,106424.0,Total Visitantes
Morelos,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,106264.0,112685.0,119040.0,115119.0,115789.0,116721.0,110667.0,117356.0,122861.0,106977.0,98874.0,105605.0,104470.0,104126.0,102046.0,103889.0,112954.0,105399.0,59205.0,99731.0,    Visitantes Nacionales
Morelos,Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán,10098.0,9287.0,9598.0,10678.0,10131.0,10847.0,10039.0,4943.0,1206.0,863.0,1516.0,4248.0,2850.0,0.0,2732.0,5137.0,5476.0,5324.0,2446.0,6693.0,    Visitantes Internacionales
Nayarit,Total Estado,28173.0,24762.0,49548.0,60312.0,50868.0,44938.0,37446.0,22106.0,22540.0,23546.0,24900.0,17346.0,8696.0,24476.0,16464.0,19838.0,20091.0,13988.0,16307.0,23963.0,Total Visitantes
Nayarit,Total Estado,26971.0,24043.0,48899.0,59465.0,50003.0,43287.0,35289.0,20893.0,21845.0,22696.0,24638.0,16830.0,8549.0,24293.0,15965.0,19358.0,19492.0,13381.0,15597.0,23482.0,    Visitantes Nacionales
Nayarit,Total Estado,1202.0,719.0,649.0,847.0,865.0,1651.0,2157.0,1213.0,695.0,850.0,262.0,516.0,147.0,183.0,499.0,480.0,599.0,607.0,710.0,481.0,    Visitantes Internacionales
Nayarit,Museo Local de Antropología e Historia de Compostela,7864.0,5842.0,7036.0,7502.0,7586.0,8492.0,8027.0,6432.0,6910.0,8799.0,9702.0,10101.0,7660.0,11083.0,7377.0,6863.0,8070.0,3978.0,5733.0,5534.0,Total Visitantes
Nayarit,Museo Local de Antropología e Historia de Compostela,7506.0,5672.0,6873.0,7231.0,7286.0,7203.0,6491.0,5663.0,6496.0,8221.0,9514.0,9638.0,7517.0,11027.0,7028.0,6521.0,7735.0,3645.0,5359.0,5311.0,    Visitantes Nacionales
Nayarit,Museo Local de Antropología e Historia de Compostela,358.0,170.0,163.0,271.0,300.0,1289.0,1536.0,769.0,414.0,578.0,188.0,463.0,143.0,56.0,349.0,342.0,335.0,333.0,374.0,223.0,    Visitantes Internacionales
Nayarit,Museo Regional de Nayarit,20309.0,18920.0,42512.0,52810.0,43282.0,36446.0,29419.0,15674.0,15630.0,14747.0,15198.0,7245.0,1036.0,13393.0,9087.0,12975.0,12021.0,10010.0,10574.0,18429.0,Total Visitantes
Nayarit,Museo Regional de Nayarit,19465.0,18371.0,42026.0,52234.0,42717.0,36084.0,28798.0,15230.0,15349.0,14475.0,15124.0,7192.0,1032.0,13266.0,8937.0,12837.0,11757.0,9736.0,10238.0,18171.0,    Visitantes Nacionales
Nayarit,Museo Regional de Nayarit,844.0,549.0,486.0,576.0,565.0,362.0,621.0,444.0,281.0,272.0,74.0,53.0,4.0,127.0,150.0,138.0,264.0,274.0,336.0,258.0,    Visitantes Internacionales
Nuevo León,Total Estado,40334.0,43251.0,56618.0,54573.0,60511.0,74792.0,65824.0,42685.0,37250.0,36763.0,32799.0,20663.0,28391.0,35141.0,45817.0,77486.0,51018.0,56222.0,38413.0,31895.0,Total Visitantes
Nuevo León,Total Estado,37703.0,40359.0,53178.0,51348.0,57914.0,72215.0,62954.0,41346.0,35966.0,35337.0,31974.0,20345.0,28167.0,34657.0,45300.0,77293.0,50456.0,55210.0,37665.0,31155.0,    Visitantes Nacionales
Nuevo León,Total Estado,2631.0,2892.0,3440.0,3225.0,2597.0,2577.0,2870.0,1339.0,1284.0,1426.0,825.0,318.0,224.0,484.0,517.0,193.0,562.0,1012.0,748.0,740.0,    Visitantes Internacionales
Nuevo León,"Museo Regional de Nuevo León ""Ex Obispado""",40334.0,43251.0,56618.0,54573.0,60511.0,74792.0,65824.0,42685.0,37250.0,36763.0,32799.0,20663.0,28391.0,35141.0,45817.0,77486.0,51018.0,56222.0,38413.0,31895.0,Total Visitantes
Nuevo León,"Museo Regional de Nuevo León ""Ex Obispado""",37703.0,40359.0,53178.0,51348.0,57914.0,72215.0,62954.0,41346.0,35966.0,35337.0,31974.0,20345.0,28167.0,34657.0,45300.0,77293.0,50456.0,55210.0,37665.0,31155.0,    Visitantes Nacionales
Nuevo León,"Museo Regional de Nuevo León ""Ex Obispado""",2631.0,2892.0,3440.0,3225.0,2597.0,2577.0,2870.0,1339.0,1284.0,1426.0,825.0,318.0,224.0,484.0,517.0,193.0,562.0,1012.0,748.0,740.0,    Visitantes Internacionales
Oaxaca,Total Estado,327478.0,332126.0,337651.0,327850.0,299599.0,292787.0,188922.0,192313.0,230966.0,240808.0,238747.0,227211.0,245025.0,249932.0,257344.0,243585.0,220066.0,277233.0,277406.0,326178.0,Total Visitantes
Oaxaca,Total Estado,246244.0,253148.0,258844.0,253430.0,231787.0,224909.0,146760.0,156308.0,182282.0,199504.0,199703.0,192543.0,213977.0,220294.0,227087.0,213579.0,189506.0,241478.0,234373.0,275827.0,    Visitantes Nacionales
Oaxaca,Total Estado,81234.0,78978.0,78807.0,74420.0,67812.0,67878.0,42162.0,36005.0,48684.0,41304.0,39044.0,34668.0,31048.0,29638.0,30257.0,30006.0,30560.0,35755.0,43033.0,50351.0,    Visitantes Internacionales
Oaxaca,Ex-Convento de Coixtlahuaca,2217.0,3063.0,2514.0,2857.0,2735.0,3873.0,2058.0,1909.0,3521.0,3241.0,3398.0,3809.0,3258.0,2530.0,3742.0,3391.0,3418.0,3633.0,3700.0,4121.0,Total Visitantes
Oaxaca,Ex-Convento de Coixtlahuaca,1935.0,2646.0,2224.0,2549.0,2640.0,3765.0,1970.0,1795.0,3291.0,3034.0,3204.0,3687.0,3223.0,2520.0,3730.0,3368.0,3355.0,3625.0,3690.0,4069.0,    Visitantes Nacionales
Oaxaca,Ex-Convento de Coixtlahuaca,282.0,417.0,290.0,308.0,95.0,108.0,88.0,114.0,230.0,207.0,194.0,122.0,35.0,10.0,12.0,23.0,63.0,8.0,10.0,52.0,    Visitantes Internacionales
Oaxaca,Ex-Convento de Cuilapan,23705.0,23021.0,21665.0,22147.0,14878.0,30442.0,26620.0,23163.0,29126.0,34419.0,29074.0,27369.0,36066.0,37283.0,29604.0,32085.0,33285.0,42254.0,37238.0,40975.0,Total Visitantes
Oaxaca,Ex-Convento de Cuilapan,19726.0,18828.0,18625.0,18989.0,12814.0,27160.0,24087.0,21430.0,26230.0,31720.0,26966.0,25991.0,34291.0,34882.0,29008.0,31416.0,32418.0,41251.0,36482.0,39943.0,    Visitantes Nacionales
Oaxaca,Ex-Convento de Cuilapan,3979.0,4193.0,3040.0,3158.0,2064.0,3282.0,2533.0,1733.0,2896.0,2699.0,2108.0,1378.0,1775.0,2401.0,596.0,669.0,867.0,1003.0,756.0,1032.0,    Visitantes Internacionales
Oaxaca,Ex-Convento de Santo Domingo Yanhuitlán,6209.0,5356.0,7171.0,5050.0,0.0,0.0,949.0,5606.0,7070.0,6409.0,9794.0,10967.0,12495.0,17442.0,15885.0,16583.0,15046.0,18532.0,20398.0,21584.0,Total Visitantes
Oaxaca,Ex-Convento de Santo Domingo Yanhuitlán,6134.0,5247.0,6724.0,4329.0,0.0,0.0,939.0,5411.0,6788.0,6257.0,9478.0,10598.0,11787.0,17142.0,15592.0,16297.0,14618.0,18050.0,19892.0,20996.0,    Visitantes Nacionales
Oaxaca,Ex-Convento de Santo Domingo Yanhuitlán,75.0,109.0,447.0,721.0,0.0,0.0,10.0,195.0,282.0,152.0,316.0,369.0,708.0,300.0,293.0,286.0,428.0,482.0,506.0,588.0,    Visitantes Internacionales
Oaxaca,Ex-Convento de Teposcolula,1848.0,2990.0,3675.0,4457.0,5539.0,5431.0,3801.0,3834.0,6376.0,8753.0,6520.0,5415.0,5173.0,6369.0,6052.0,4200.0,2844.0,5833.0,7837.0,9284.0,Total Visitantes
Oaxaca,Ex-Convento de Teposcolula,1477.0,2623.0,3220.0,4019.0,5280.0,5343.0,3680.0,3701.0,6186.0,8560.0,6348.0,5328.0,4993.0,6272.0,5922.0,4149.0,2794.0,5745.0,7669.0,9060.0,    Visitantes Nacionales
Oaxaca,Ex-Convento de Teposcolula,371.0,367.0,455.0,438.0,259.0,88.0,121.0,133.0,190.0,193.0,172.0,87.0,180.0,97.0,130.0,51.0,50.0,88.0,168.0,224.0,    Visitantes Internacionales
Oaxaca,Museo Casa de Juárez,16319.0,17983.0,15286.0,15393.0,15952.0,16197.0,11262.0,12270.0,15063.0,17272.0,14113.0,16666.0,17002.0,17964.0,18289.0,12489.0,12886.0,17949.0,19456.0,21935.0,Total Visitantes
Oaxaca,Museo Casa de Juárez,13308.0,14434.0,13256.0,12895.0,13318.0,14136.0,10474.0,10952.0,13321.0,14825.0,12365.0,14476.0,15649.0,16718.0,17321.0,11504.0,11912.0,16707.0,17991.0,19943.0,    Visitantes Nacionales
Oaxaca,Museo Casa de Juárez,3011.0,3549.0,2030.0,2498.0,2634.0,2061.0,788.0,1318.0,1742.0,2447.0,1748.0,2190.0,1353.0,1246.0,968.0,985.0,974.0,1242.0,1465.0,1992.0,    Visitantes Internacionales
Oaxaca,Museo de las Culturas de Oaxaca,264354.0,264538.0,272133.0,260783.0,243769.0,214714.0,127119.0,133978.0,157218.0,154739.0,158660.0,148063.0,158960.0,155875.0,168359.0,162463.0,137734.0,175980.0,176372.0,215099.0,Total Visitantes
Oaxaca,Museo de las Culturas de Oaxaca,192091.0,195184.0,200841.0,196039.0,182240.0,153785.0,89743.0,102374.0,115187.0,121139.0,126087.0,119412.0,132511.0,130291.0,140502.0,134678.0,110359.0,143357.0,136456.0,169145.0,    Visitantes Nacionales
Oaxaca,Museo de las Culturas de Oaxaca,72263.0,69354.0,71292.0,64744.0,61529.0,60929.0,37376.0,31604.0,42031.0,33600.0,32573.0,28651.0,26449.0,25584.0,27857.0,27785.0,27375.0,32623.0,39916.0,45954.0,    Visitantes Internacionales
Oaxaca,Sala Homenaje a Juárez,12826.0,15175.0,15207.0,17163.0,16726.0,22130.0,17113.0,11553.0,12592.0,15975.0,17188.0,14922.0,12071.0,12469.0,15413.0,12374.0,14853.0,13052.0,12405.0,13180.0,Total Visitantes
Oaxaca,Sala Homenaje a Juárez,11573.0,14186.0,13954.0,14610.0,15495.0,20720.0,15867.0,10645.0,11279.0,13969.0,15255.0,13051.0,11523.0,12469.0,15012.0,12167.0,14050.0,12743.0,12193.0,12671.0,    Visitantes Nacionales
Oaxaca,Sala Homenaje a Juárez,1253.0,989.0,1253.0,2553.0,1231.0,1410.0,1246.0,908.0,1313.0,2006.0,1933.0,1871.0,548.0,0.0,401.0,207.0,803.0,309.0,212.0,509.0,    Visitantes Internacionales
Puebla,Total Estado,333582.0,352803.0,365284.0,391308.0,360429.0,319150.0,340887.0,297512.0,284988.0,280231.0,247323.0,266978.0,306971.0,674652.0,619160.0,647661.0,526379.0,435047.0,333846.0,355877.0,Total Visitantes
Puebla,Total Estado,316973.0,345711.0,354649.0,378387.0,352401.0,309197.0,328828.0,290738.0,278571.0,274797.0,241401.0,259476.0,294279.0,666459.0,610689.0,638703.0,519897.0,428538.0,326879.0,348557.0,    Visitantes Nacionales
Puebla,Total Estado,16609.0,7092.0,10635.0,12921.0,8028.0,9953.0,12059.0,6774.0,6417.0,5434.0,5922.0,7502.0,12692.0,8193.0,8471.0,8958.0,6482.0,6509.0,6967.0,7320.0,    Visitantes Internacionales
Puebla,Casa de la Palestina,2088.0,1389.0,308.0,237.0,281.0,294.0,323.0,239.0,555.0,650.0,598.0,267.0,409.0,394.0,323.0,308.0,195.0,81.0,0.0,0.0,Total Visitantes
Puebla,Casa de la Palestina,1597.0,1233.0,308.0,237.0,281.0,294.0,323.0,239.0,555.0,641.0,598.0,267.0,409.0,394.0,323.0,308.0,195.0,81.0,0.0,0.0,    Visitantes Nacionales
Puebla,Casa de la Palestina,491.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    Visitantes Internacionales
Puebla,Casa del Dean,0.0,6334.0,4980.0,6678.0,8202.0,8041.0,7830.0,5749.0,7439.0,8346.0,5419.0,12743.0,12471.0,23011.0,16970.0,23537.0,15162.0,9932.0,10867.0,16018.0,Total Visitantes
Puebla,Casa del Dean,0.0,5849.0,4420.0,6109.0,7754.0,7350.0,7087.0,3945.0,5869.0,6257.0,4313.0,10086.0,10866.0,19112.0,13709.0,21633.0,14118.0,9067.0,9981.0,14519.0,    Visitantes Nacionales
Puebla,Casa del Dean,0.0,485.0,560.0,569.0,448.0,691.0,743.0,1804.0,1570.0,2089.0,1106.0,2657.0,1605.0,3899.0,3261.0,1904.0,1044.0,865.0,886.0,1499.0,    Visitantes Internacionales
Puebla,Ex-Convento de san Franciso Huaquechula,8245.0,7329.0,7385.0,8162.0,7543.0,8429.0,7841.0,6154.0,3097.0,8072.0,7994.0,12417.0,10488.0,7994.0,17072.0,17555.0,10793.0,2987.0,0.0,0.0,Total Visitantes
Puebla,Ex-Convento de san Franciso Huaquechula,8096.0,7260.0,7324.0,8110.0,7494.0,8344.0,7660.0,6054.0,3048.0,7970.0,7925.0,12361.0,10485.0,7981.0,16908.0,17371.0,10689.0,2958.0,0.0,0.0,    Visitantes Nacionales
Puebla,Ex-Convento de san Franciso Huaquechula,149.0,69.0,61.0,52.0,49.0,85.0,181.0,100.0,49.0,102.0,69.0,56.0,3.0,13.0,164.0,184.0,104.0,29.0,0.0,0.0,    Visitantes Internacionales
Puebla,Ex-Convento de San Francisco Tecamachalco,0.0,7903.0,11668.0,8888.0,11137.0,10490.0,9047.0,3580.0,5134.0,9115.0,7369.0,6933.0,6221.0,13792.0,15025.0,21514.0,15134.0,5883.0,9677.0,10683.0,Total Visitantes
Puebla,Ex-Convento de San Francisco Tecamachalco,0.0,7903.0,11668.0,8888.0,11137.0,10490.0,9047.0,3580.0,5134.0,9109.0,7344.0,6929.0,6217.0,13774.0,15024.0,21462.0,15105.0,5883.0,9677.0,10683.0,    Visitantes Nacionales
Puebla,Ex-Convento de San Francisco Tecamachalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,4.0,4.0,18.0,1.0,52.0,29.0,0.0,0.0,0.0,    Visitantes Internacionales
Puebla,Ex-Convento Franciscano de Tecalli,18221.0,16875.0,24584.0,25165.0,29541.0,26330.0,27888.0,33691.0,33565.0,34422.0,40005.0,33283.0,31795.0,62145.0,62026.0,70415.0,64169.0,45254.0,43099.0,44475.0,Total Visitantes
Puebla,Ex-Convento Franciscano de Tecalli,17990.0,16722.0,24582.0,25014.0,29383.0,26240.0,27776.0,33047.0,32626.0,33350.0,37567.0,30717.0,30899.0,60697.0,60669.0,69937.0,63606.0,44693.0,42680.0,44001.0,    Visitantes Nacionales
Puebla,Ex-Convento Franciscano de Tecalli,231.0,153.0,2.0,151.0,158.0,90.0,112.0,644.0,939.0,1072.0,2438.0,2566.0,896.0,1448.0,1357.0,478.0,563.0,561.0,419.0,474.0,    Visitantes Internacionales
Puebla,Fuerte de Guadalupe,48101.0,45600.0,59340.0,68830.0,81317.0,79345.0,99893.0,70749.0,80258.0,72230.0,60266.0,60256.0,44999.0,129073.0,112295.0,107989.0,92655.0,64795.0,50060.0,59355.0,Total Visitantes
Puebla,Fuerte de Guadalupe,47204.0,45130.0,58655.0,68017.0,80662.0,78465.0,98215.0,69726.0,78443.0,70995.0,58650.0,58802.0,37505.0,128644.0,111730.0,107363.0,91910.0,63967.0,49217.0,58663.0,    Visitantes Nacionales
Puebla,Fuerte de Guadalupe,897.0,470.0,685.0,813.0,655.0,880.0,1678.0,1023.0,1815.0,1235.0,1616.0,1454.0,7494.0,429.0,565.0,626.0,745.0,828.0,843.0,692.0,    Visitantes Internacionales
Puebla,Museo de Arte Religioso de Santa Mónica,53009.0,50454.0,59465.0,47643.0,33734.0,37170.0,29333.0,16588.0,21333.0,21623.0,0.0,973.0,40792.0,62180.0,61609.0,54250.0,40499.0,25758.0,22042.0,24255.0,Total Visitantes
Puebla,Museo de Arte Religioso de Santa Mónica,45478.0,45361.0,53453.0,43317.0,30292.0,32065.0,27215.0,15549.0,20620.0,21416.0,0.0,951.0,38756.0,61729.0,60654.0,51124.0,39524.0,24966.0,20776.0,23681.0,    Visitantes Nacionales
Puebla,Museo de Arte Religioso de Santa Mónica,7531.0,5093.0,6012.0,4326.0,3442.0,5105.0,2118.0,1039.0,713.0,207.0,0.0,22.0,2036.0,451.0,955.0,3126.0,975.0,792.0,1266.0,574.0,    Visitantes Internacionales
Puebla,Museo de la Evangelización,24733.0,25506.0,22180.0,25651.0,24707.0,25011.0,28363.0,26616.0,26187.0,29153.0,24454.0,31988.0,33793.0,53623.0,55025.0,61883.0,37159.0,23465.0,22101.0,23680.0,Total Visitantes
Puebla,Museo de la Evangelización,24376.0,25111.0,21584.0,25021.0,24240.0,24613.0,27871.0,25908.0,25614.0,28905.0,24157.0,31639.0,33443.0,52656.0,53877.0,60617.0,35971.0,22380.0,21151.0,22945.0,    Visitantes Nacionales
Puebla,Museo de la Evangelización,357.0,395.0,596.0,630.0,467.0,398.0,492.0,708.0,573.0,248.0,297.0,349.0,350.0,967.0,1148.0,1266.0,1188.0,1085.0,950.0,735.0,    Visitantes Internacionales
Puebla,Museo de la No Intervención Fuerte de Loreto,99943.0,106375.0,108462.0,109323.0,76971.0,76678.0,91669.0,85934.0,59711.0,47210.0,54163.0,59204.0,70269.0,191764.0,152301.0,172302.0,143533.0,99916.0,81271.0,82779.0,Total Visitantes
Puebla,Museo de la No Intervención Fuerte de Loreto,93211.0,106375.0,106082.0,103344.0,74690.0,74367.0,85513.0,84933.0,59113.0,46946.0,54007.0,59043.0,70099.0,191089.0,151809.0,171613.0,142264.0,98329.0,79943.0,80751.0,    Visitantes Nacionales
Puebla,Museo de la No Intervención Fuerte de Loreto,6732.0,0.0,2380.0,5979.0,2281.0,2311.0,6156.0,1001.0,598.0,264.0,156.0,161.0,170.0,675.0,492.0,689.0,1269.0,1587.0,1328.0,2028.0,    Visitantes Internacionales
Puebla,Museo del Valle de Tehuacán,0.0,0.0,0.0,10166.0,7694.0,9089.0,5643.0,7555.0,12410.0,8766.0,15552.0,16414.0,19336.0,49575.0,39581.0,28951.0,18035.0,7635.0,10153.0,15044.0,Total Visitantes
Puebla,Museo del Valle de Tehuacán,0.0,0.0,0.0,10077.0,7632.0,9031.0,5602.0,7552.0,12360.0,8739.0,15503.0,16300.0,19237.0,49494.0,39472.0,28848.0,18005.0,7576.0,10123.0,15025.0,    Visitantes Nacionales
Puebla,Museo del Valle de Tehuacán,0.0,0.0,0.0,89.0,62.0,58.0,41.0,3.0,50.0,27.0,49.0,114.0,99.0,81.0,109.0,103.0,30.0,59.0,30.0,19.0,    Visitantes Internacionales
Puebla,Museo Regional de Puebla,79242.0,85038.0,66912.0,80565.0,79302.0,38273.0,33057.0,40657.0,35299.0,40644.0,31503.0,32500.0,36398.0,81101.0,86933.0,88957.0,89045.0,35320.0,35734.0,26032.0,Total Visitantes
Puebla,Museo Regional de Puebla,79021.0,84767.0,66573.0,80253.0,78836.0,37938.0,32519.0,40205.0,35189.0,40469.0,31337.0,32381.0,36363.0,80889.0,86514.0,88427.0,88510.0,34861.0,35306.0,25758.0,    Visitantes Nacionales
Puebla,Museo Regional de Puebla,221.0,271.0,339.0,312.0,466.0,335.0,538.0,452.0,110.0,175.0,166.0,119.0,35.0,212.0,419.0,530.0,535.0,459.0,428.0,274.0,    Visitantes Internacionales
Puebla,Museo de Tehuacán El Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87009.0,34232.0,38911.0,Total Visitantes
Puebla,Museo de Tehuacán El Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86837.0,33700.0,38003.0,    Visitantes Nacionales
Puebla,Museo de Tehuacán El Viejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,532.0,908.0,    Visitantes Internacionales
Puebla,Museo de Teteles del Santo Nombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27012.0,14610.0,14645.0,Total Visitantes
Puebla,Museo de Teteles del Santo Nombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26940.0,14325.0,14528.0,    Visitantes Nacionales
Puebla,Museo de Teteles del Santo Nombre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,285.0,117.0,    Visitantes Internacionales
