"Estado","Museos ",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,"2012 1/",2013,2014,2015,2016,"2017 2/",2018,2019
,"    Visitantes Internacionales",0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0
,"Museo Tepeapulco",0,0,16705,14682,13781,12858,15310,14411,17329,18865,17290,15739,17123,16971,17279,14720,19567,12554,14366,15264
,"    Visitantes Nacionales",0,0,16569,14039,13725,12775,15143,14319,17144,18315,16603,15300,16994,16838,16708,14228,18854,12038,13836,14879
,"    Visitantes Internacionales",0,0,136,643,56,83,167,92,185,550,687,439,129,133,571,492,713,516,530,385
,,,,,,,,,,,,,,,,,,,,,
"Jalisco",,125326,131518,168640,217401,238288,266801,286140,349281,260502,187593,242196,217004,207339,211087,198333,174766,178839,198452,188950,152592
,"    Visitantes Nacionales",99207,98960,140771,200429,224544,230215,245245,294209,211674,166961,223378,195657,186509,198381,184049,165392,172915,195508,181810,141920
,"    Visitantes Internacionales",26119,32558,27869,16972,13744,36586,40895,55072,48828,20632,18818,21347,20830,12706,14284,9374,5924,2944,7140,10672
,"Museo ""Casa Agustín Rivera""",6560,5801,6787,7278,6449,5499,4732,4164,5483,7390,8024,5510,6462,3498,6544,6913,10815,9347,12147,10019
,"    Visitantes Nacionales",6557,5774,6783,7278,6419,5112,4725,4164,5464,7329,8005,5433,6409,3492,6533,6859,9947,9305,12080,9990
,"    Visitantes Internacionales",3,27,4,0,30,387,7,0,19,61,19,77,53,6,11,54,868,42,67,29
,"Museo Arqueológico de Ciudad Guzmán",10221,10404,12328,9708,10485,6187,7007,4426,196,2087,688,2483,2545,2419,2295,2881,2070,2762,4256,3287
,"    Visitantes Nacionales",10146,10345,12311,9690,10287,6169,7007,4412,196,2053,676,2453,2525,2407,2282,2872,2064,2760,4246,3281
,"    Visitantes Internacionales",75,59,17,18,198,18,0,14,0,34,12,30,20,12,13,9,6,2,10,6
,"Museo del Cuale",37272,42769,33024,14221,1314,23315,22637,34161,19962,19452,21450,18928,30790,10192,15816,7396,0,0,11347,20160
,"    Visitantes Nacionales",19661,22108,15763,9415,570,9766,10531,11369,9998,9947,12119,11835,17533,5840,8544,2797,0,0,8029,13848
,"    Visitantes Internacionales",17611,20661,17261,4806,744,13549,12106,22792,9964,9505,9331,7093,13257,4352,7272,4599,0,0,3318,6312
,"Museo Regional de Guadalajara",71273,72544,116501,186194,220040,231800,251764,306530,234861,158664,212034,190083,167542,194978,173678,157576,165954,186343,161200,119126
,"    Visitantes Nacionales",62843,60733,105914,174046,207268,209168,222982,274264,196016,147632,202578,175936,160042,186642,166690,152864,160904,183443,157455,114801
,"    Visitantes Internacionales",8430,11811,10587,12148,12772,22632,28782,32266,38845,11032,9456,14147,7500,8336,6988,4712,5050,2900,3745,4325
,,,,,,,,,,,,,,,,,,,,,
"Michoacán",,116264,122915,110517,124301,128063,145755,131644,112995,101880,71375,56352,70860,64446,64174,66260,79058,90846,102238,96110,104990
,"    Visitantes Nacionales",103826,111648,102851,116306,118835,135792,123967,106410,96337,66954,54211,68809,62697,62458,64883,77492,87765,98951,91931,99470
,"    Visitantes Internacionales",12438,11267,7666,7995,9228,9963,7677,6585,5543,4421,2141,2051,1749,1716,1377,1566,3081,3287,4179,5520
,"Museo Casa de Morelos",31437,36028,32275,35179,36772,34400,32030,30256,19353,3152,20216,19011,14871,13645,12741,13884,15519,15161,16231,17028
,"    Visitantes Nacionales",30361,35100,31350,33987,35316,33110,30793,29459,19011,2924,19614,18506,14588,13411,12514,13730,15330,14771,15806,16626
,"    Visitantes Internacionales",1076,928,925,1192,1456,1290,1237,797,342,228,602,505,283,234,227,154,189,390,425,402
,"Museo de Artes y Oficios de Pátzcuaro",36293,38800,28786,35752,39206,61886,44130,26902,26287,22648,4888,18838,14492,15545,15068,20360,23595,25116,23870,23036
,"    Visitantes Nacionales",28703,31442,24932,32697,36260,57190,41171,23572,24182,20761,4482,18046,13806,14799,14481,19542,22441,23769,21904,21577
,"    Visitantes Internacionales",7590,7358,3854,3055,2946,4696,2959,3330,2105,1887,406,792,686,746,587,818,1154,1347,1966,1459
,"Museo de la Estampa Ex Convento de Santa María Magdalena",9608,9865,9496,9506,9699,10647,10924,7803,13878,15068,17914,15279,10157,12982,16843,21107,22848,25856,27283,28878
,"    Visitantes Nacionales",8855,9567,9327,9326,9484,10293,10432,7540,13176,14291,17061,14897,9918,12700,16640,20825,22446,25430,26833,28578
,"    Visitantes Internacionales",753,298,169,180,215,354,492,263,702,777,853,382,239,282,203,282,402,426,450,300
,"Museo Regional Michoacano ""Dr. Nicolás León Calderón""",25536,23492,24352,29248,22062,23002,20498,29494,22860,14104,0,7333,12490,10441,9604,11012,13405,17572,9199,16931
,"    Visitantes Nacionales",23741,21932,22907,27431,20457,21565,19147,28256,21818,13080,0,7132,12197,10205,9417,10700,12925,17223,8807,16451
,"    Visitantes Internacionales",1795,1560,1445,1817,1605,1437,1351,1238,1042,1024,0,201,293,236,187,312,480,349,392,480
,"Templo de Tupátaro",13390,14730,15608,14616,20324,15820,24062,18540,19502,16403,13334,10399,12436,11561,12004,12695,15479,18533,19527,19117
,"    Visitantes Nacionales",12166,13607,14335,12865,17318,13634,22424,17583,18150,15898,13054,10228,12188,11343,11831,12695,14623,17758,18581,16238
,"    Visitantes Internacionales",1224,1123,1273,1751,3006,2186,1638,957,1352,505,280,171,248,218,173,0,856,775,946,2879
,,,,,,,,,,,,,,,,,,,,,
"Morelos",,284906,394046,523032,773105,792268,623498,424049,399798,396047,279974,268569,277979,258378,262768,260040,277549,287184,239935,68537,213346
,"    Visitantes Nacionales",229365,325015,428839,627073,643263,504574,379126,368294,365725,259532,250195,260311,244087,253578,249038,263027,270379,226578,66084,195866
,"    Visitantes Internacionales",55541,69031,94193,146032,149005,118924,44923,31504,30322,20442,18374,17668,14291,9190,11002,14522,16805,13357,2453,17480
,"Jardín Etnobotánico y Museo de Medicina Tradicional y Herbolaria",12352,22892,25179,27813,23849,23385,20263,25320,20065,19967,17467,16885,16577,15195,17482,18891,16607,13146,1822,2316
,"    Visitantes Nacionales",8998,20289,23978,26493,22114,21863,18747,23864,18542,18722,16676,16288,16387,15195,17236,18529,16272,12960,1815,2285
,"    Visitantes Internacionales",3354,2603,1201,1320,1735,1522,1516,1456,1523,1245,791,597,190,0,246,362,335,186,7,31
,"Museo Histórico del Oriente de Morelos ""Casa de Morelos""",11171,12006,13577,14297,14519,13897,14152,16245,25145,11158,5022,10546,11918,11898,10577,9538,8676,8291,0,3025
,"    Visitantes Nacionales",11107,11909,13519,14216,14371,13820,14079,16204,25115,11112,4986,10492,11856,11840,10529,9503,8599,8249,0,2973
,"    Visitantes Internacionales",64,97,58,81,148,77,73,41,30,46,36,54,62,58,48,35,77,42,0,52
,"Museo Regional Cuauhnáhuac",145021,237176,355638,605198,627980,458648,268928,235934,226770,141009,145690,140695,122563,131549,127203,140094,143471,107775,5064,101581
,"    Visitantes Nacionales",102996,180132,272302,471245,490989,352170,235633,210870,199207,122721,129659,127926,111374,122417,119227,131106,132554,99970,5064,90877
,"    Visitantes Internacionales",42025,57044,83336,133953,136991,106478,33295,25064,27563,18288,16031,12769,11189,9132,7976,8988,10917,7805,0,10704
,"Museo y Centro de Documentación Histórica Ex Convento de Tepoztlán",116362,121972,128638,125797,125920,127568,120706,122299,124067,107840,100390,109853,107320,104126,104778,109026,118430,110723,61651,106424
,"    Visitantes Nacionales",106264,112685,119040,115119,115789,116721,110667,117356,122861,106977,98874,105605,104470,104126,102046,103889,112954,105399,59205,99731
,"    Visitantes Internacionales",10098,9287,9598,10678,10131,10847,10039,4943,1206,863,1516,4248,2850,0,2732,5137,5476,5324,2446,6693
,,,,,,,,,,,,,,,,,,,,,
"Nayarit",,28173,24762,49548,60312,50868,44938,37446,22106,22540,23546,24900,17346,8696,24476,16464,19838,20091,13988,16307,23963
,"    Visitantes Nacionales",26971,24043,48899,59465,50003,43287,35289,20893,21845,22696,24638,16830,8549,24293,15965,19358,19492,13381,15597,23482
,"    Visitantes Internacionales",1202,719,649,847,865,1651,2157,1213,695,850,262,516,147,183,499,480,599,607,710,481
,"Museo Local de Antropología e Historia de Compostela",7864,5842,7036,7502,7586,8492,8027,6432,6910,8799,9702,10101,7660,11083,7377,6863,8070,3978,5733,5534
,"    Visitantes Nacionales",7506,5672,6873,7231,7286,7203,6491,5663,6496,8221,9514,9638,7517,11027,7028,6521,7735,3645,5359,5311
,"    Visitantes Internacionales",358,170,163,271,300,1289,1536,769,414,578,188,463,143,56,349,342,335,333,374,223
,"Museo Regional de Nayarit",20309,18920,42512,52810,43282,36446,29419,15674,15630,14747,15198,7245,1036,13393,9087,12975,12021,10010,10574,18429
,"    Visitantes Nacionales",19465,18371,42026,52234,42717,36084,28798,15230,15349,14475,15124,7192,1032,13266,8937,12837,11757,9736,10238,18171
,"    Visitantes Internacionales",844,549,486,576,565,362,621,444,281,272,74,53,4,127,150,138,264,274,336,258
,,,,,,,,,,,,,,,,,,,,,
"Nuevo León",,40334,43251,56618,54573,60511,74792,65824,42685,37250,36763,32799,20663,28391,35141,45817,77486,51018,56222,38413,31895
,"    Visitantes Nacionales",37703,40359,53178,51348,57914,72215,62954,41346,35966,35337,31974,20345,28167,34657,45300,77293,50456,55210,37665,31155
,"    Visitantes Internacionales",2631,2892,3440,3225,2597,2577,2870,1339,1284,1426,825,318,224,484,517,193,562,1012,748,740
,"Museo Regional de Nuevo León ""Ex Obispado""",40334,43251,56618,54573,60511,74792,65824,42685,37250,36763,32799,20663,28391,35141,45817,77486,51018,56222,38413,31895
,"    Visitantes Nacionales",37703,40359,53178,51348,57914,72215,62954,41346,35966,35337,31974,20345,28167,34657,45300,77293,50456,55210,37665,31155
,"    Visitantes Internacionales",2631,2892,3440,3225,2597,2577,2870,1339,1284,1426,825,318,224,484,517,193,562,1012,748,740
,,,,,,,,,,,,,,,,,,,,,
"Oaxaca",,327478,332126,337651,327850,299599,292787,188922,192313,230966,240808,238747,227211,245025,249932,257344,243585,220066,277233,277406,326178
,"    Visitantes Nacionales",246244,253148,258844,253430,231787,224909,146760,156308,182282,199504,199703,192543,213977,220294,227087,213579,189506,241478,234373,275827
,"    Visitantes Internacionales",81234,78978,78807,74420,67812,67878,42162,36005,48684,41304,39044,34668,31048,29638,30257,30006,30560,35755,43033,50351
,"Ex-Convento de Coixtlahuaca",2217,3063,2514,2857,2735,3873,2058,1909,3521,3241,3398,3809,3258,2530,3742,3391,3418,3633,3700,4121
,"    Visitantes Nacionales",1935,2646,2224,2549,2640,3765,1970,1795,3291,3034,3204,3687,3223,2520,3730,3368,3355,3625,3690,4069
,"    Visitantes Internacionales",282,417,290,308,95,108,88,114,230,207,194,122,35,10,12,23,63,8,10,52
,"Ex-Convento de Cuilapan",23705,23021,21665,22147,14878,30442,26620,23163,29126,34419,29074,27369,36066,37283,29604,32085,33285,42254,37238,40975
,"    Visitantes Nacionales",19726,18828,18625,18989,12814,27160,24087,21430,26230,31720,26966,25991,34291,34882,29008,31416,32418,41251,36482,39943
,"    Visitantes Internacionales",3979,4193,3040,3158,2064,3282,2533,1733,2896,2699,2108,1378,1775,2401,596,669,867,1003,756,1032
,"Ex-Convento de Santo Domingo Yanhuitlán",6209,5356,7171,5050,0,0,949,5606,7070,6409,9794,10967,12495,17442,15885,16583,15046,18532,20398,21584
,"    Visitantes Nacionales",6134,5247,6724,4329,0,0,939,5411,6788,6257,9478,10598,11787,17142,15592,16297,14618,18050,19892,20996
,"    Visitantes Internacionales",75,109,447,721,0,0,10,195,282,152,316,369,708,300,293,286,428,482,506,588
,"Ex-Convento de Teposcolula",1848,2990,3675,4457,5539,5431,3801,3834,6376,8753,6520,5415,5173,6369,6052,4200,2844,5833,7837,9284
,"    Visitantes Nacionales",1477,2623,3220,4019,5280,5343,3680,3701,6186,8560,6348,5328,4993,6272,5922,4149,2794,5745,7669,9060
,"    Visitantes Internacionales",371,367,455,438,259,88,121,133,190,193,172,87,180,97,130,51,50,88,168,224
,"Museo Casa de Juárez",16319,17983,15286,15393,15952,16197,11262,12270,15063,17272,14113,16666,17002,17964,18289,12489,12886,17949,19456,21935
,"    Visitantes Nacionales",13308,14434,13256,12895,13318,14136,10474,10952,13321,14825,12365,14476,15649,16718,17321,11504,11912,16707,17991,19943
,"    Visitantes Internacionales",3011,3549,2030,2498,2634,2061,788,1318,1742,2447,1748,2190,1353,1246,968,985,974,1242,1465,1992
,"Museo de las Culturas de Oaxaca",264354,264538,272133,260783,243769,214714,127119,133978,157218,154739,158660,148063,158960,155875,168359,162463,137734,175980,176372,215099
,"    Visitantes Nacionales",192091,195184,200841,196039,182240,153785,89743,102374,115187,121139,126087,119412,132511,130291,140502,134678,110359,143357,136456,169145
,"    Visitantes Internacionales",72263,69354,71292,64744,61529,60929,37376,31604,42031,33600,32573,28651,26449,25584,27857,27785,27375,32623,39916,45954
,"Sala Homenaje a Juárez",12826,15175,15207,17163,16726,22130,17113,11553,12592,15975,17188,14922,12071,12469,15413,12374,14853,13052,12405,13180
,"    Visitantes Nacionales",11573,14186,13954,14610,15495,20720,15867,10645,11279,13969,15255,13051,11523,12469,15012,12167,14050,12743,12193,12671
,"    Visitantes Internacionales",1253,989,1253,2553,1231,1410,1246,908,1313,2006,1933,1871,548,0,401,207,803,309,212,509
,,,,,,,,,,,,,,,,,,,,,
"Puebla",,333582,352803,365284,391308,360429,319150,340887,297512,284988,280231,247323,266978,306971,674652,619160,647661,526379,435047,333846,355877
,"    Visitantes Nacionales",316973,345711,354649,378387,352401,309197,328828,290738,278571,274797,241401,259476,294279,666459,610689,638703,519897,428538,326879,348557
,"    Visitantes Internacionales",16609,7092,10635,12921,8028,9953,12059,6774,6417,5434,5922,7502,12692,8193,8471,8958,6482,6509,6967,7320
,"Casa de la Palestina",2088,1389,308,237,281,294,323,239,555,650,598,267,409,394,323,308,195,81,0,0
,"    Visitantes Nacionales",1597,1233,308,237,281,294,323,239,555,641,598,267,409,394,323,308,195,81,0,0
,"    Visitantes Internacionales",491,156,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
,"Casa del Dean",0,6334,4980,6678,8202,8041,7830,5749,7439,8346,5419,12743,12471,23011,16970,23537,15162,9932,10867,16018
,"    Visitantes Nacionales",0,5849,4420,6109,7754,7350,7087,3945,5869,6257,4313,10086,10866,19112,13709,21633,14118,9067,9981,14519
,"    Visitantes Internacionales",0,485,560,569,448,691,743,1804,1570,2089,1106,2657,1605,3899,3261,1904,1044,865,886,1499
,"Ex-Convento de san Franciso Huaquechula",8245,7329,7385,8162,7543,8429,7841,6154,3097,8072,7994,12417,10488,7994,17072,17555,10793,2987,0,0
,"    Visitantes Nacionales",8096,7260,7324,8110,7494,8344,7660,6054,3048,7970,7925,12361,10485,7981,16908,17371,10689,2958,0,0
,"    Visitantes Internacionales",149,69,61,52,49,85,181,100,49,102,69,56,3,13,164,184,104,29,0,0
,"Ex-Convento de San Francisco Tecamachalco",0,7903,11668,8888,11137,10490,9047,3580,5134,9115,7369,6933,6221,13792,15025,21514,15134,5883,9677,10683
,"    Visitantes Nacionales",0,7903,11668,8888,11137,10490,9047,3580,5134,9109,7344,6929,6217,13774,15024,21462,15105,5883,9677,10683
,"    Visitantes Internacionales",0,0,0,0,0,0,0,0,0,6,25,4,4,18,1,52,29,0,0,0
,"Ex-Convento Franciscano de Tecalli",18221,16875,24584,25165,29541,26330,27888,33691,33565,34422,40005,33283,31795,62145,62026,70415,64169,45254,43099,44475
,"    Visitantes Nacionales",17990,16722,24582,25014,29383,26240,27776,33047,32626,33350,37567,30717,30899,60697,60669,69937,63606,44693,42680,44001
,"    Visitantes Internacionales",231,153,2,151,158,90,112,644,939,1072,2438,2566,896,1448,1357,478,563,561,419,474
,"Fuerte de Guadalupe",48101,45600,59340,68830,81317,79345,99893,70749,80258,72230,60266,60256,44999,129073,112295,107989,92655,64795,50060,59355
,"    Visitantes Nacionales",47204,45130,58655,68017,80662,78465,98215,69726,78443,70995,58650,58802,37505,128644,111730,107363,91910,63967,49217,58663
,"    Visitantes Internacionales",897,470,685,813,655,880,1678,1023,1815,1235,1616,1454,7494,429,565,626,745,828,843,692
,"Museo de Arte Religioso de Santa Mónica",53009,50454,59465,47643,33734,37170,29333,16588,21333,21623,0,973,40792,62180,61609,54250,40499,25758,22042,24255
,"    Visitantes Nacionales",45478,45361,53453,43317,30292,32065,27215,15549,20620,21416,0,951,38756,61729,60654,51124,39524,24966,20776,23681
,"    Visitantes Internacionales",7531,5093,6012,4326,3442,5105,2118,1039,713,207,0,22,2036,451,955,3126,975,792,1266,574
,"Museo de la Evangelización",24733,25506,22180,25651,24707,25011,28363,26616,26187,29153,24454,31988,33793,53623,55025,61883,37159,23465,22101,23680
,"    Visitantes Nacionales",24376,25111,21584,25021,24240,24613,27871,25908,25614,28905,24157,31639,33443,52656,53877,60617,35971,22380,21151,22945
,"    Visitantes Internacionales",357,395,596,630,467,398,492,708,573,248,297,349,350,967,1148,1266,1188,1085,950,735
,"Museo de la No Intervención Fuerte de Loreto",99943,106375,108462,109323,76971,76678,91669,85934,59711,47210,54163,59204,70269,191764,152301,172302,143533,99916,81271,82779
,"    Visitantes Nacionales",93211,106375,106082,103344,74690,74367,85513,84933,59113,46946,54007,59043,70099,191089,151809,171613,142264,98329,79943,80751
,"    Visitantes Internacionales",6732,0,2380,5979,2281,2311,6156,1001,598,264,156,161,170,675,492,689,1269,1587,1328,2028
,"Museo del Valle de Tehuacán",0,0,0,10166,7694,9089,5643,7555,12410,8766,15552,16414,19336,49575,39581,28951,18035,7635,10153,15044
,"    Visitantes Nacionales",0,0,0,10077,7632,9031,5602,7552,12360,8739,15503,16300,19237,49494,39472,28848,18005,7576,10123,15025
,"    Visitantes Internacionales",0,0,0,89,62,58,41,3,50,27,49,114,99,81,109,103,30,59,30,19
,"Museo Regional de Puebla",79242,85038,66912,80565,79302,38273,33057,40657,35299,40644,31503,32500,36398,81101,86933,88957,89045,35320,35734,26032
,"    Visitantes Nacionales",79021,84767,66573,80253,78836,37938,32519,40205,35189,40469,31337,32381,36363,80889,86514,88427,88510,34861,35306,25758
,"    Visitantes Internacionales",221,271,339,312,466,335,538,452,110,175,166,119,35,212,419,530,535,459,428,274
,"Museo de Tehuacán El Viejo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87009,34232,38911
,"    Visitantes Nacionales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86837,33700,38003
,"    Visitantes Internacionales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,532,908
,"Museo de Teteles del Santo Nombre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27012,14610,14645
,"    Visitantes Nacionales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26940,14325,14528
,"    Visitantes Internacionales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,285,117
,,,,,,,,,,,,,,,,,,,,,
"Querétaro",,100209,109177,99341,131215,155799,157631,112221,97335,103452,108937,122929,110347,111167,130680,143715,108754,95400,99457,97295,97088
,"    Visitantes Nacionales",94424,103694,93155,125374,149208,150830,106815,93034,99451,105567,120091,108001,109507,129093,141989,106805,92800,96450,94502,93886
,"    Visitantes Internacionales",5785,5483,6186,5841,6591,6801,5406,4301,4001,3370,2838,2346,1660,1587,1726,1949,2600,3007,2793,3202
,"Museo Regional de Querétaro",100209,109177,99341,131215,155799,157631,112221,97335,103452,108937,122929,110347,111167,130680,143715,108754,95400,99457,97295,97088
,"    Visitantes Nacionales",94424,103694,93155,125374,149208,150830,106815,93034,99451,105567,120091,108001,109507,129093,141989,106805,92800,96450,94502,93886
,"    Visitantes Internacionales",5785,5483,6186,5841,6591,6801,5406,4301,4001,3370,2838,2346,1660,1587,1726,1949,2600,3007,2793,3202
,,,,,,,,,,,,,,,,,,,,,
"Quintana Roo",,13146,7298,9252,9109,6090,0,0,0,0,0,0,0,31584,107553,82491,78292,67768,53079,72302,88867
,"    Visitantes Nacionales",9639,4016,6233,7080,3155,0,0,0,0,0,0,0,25794,78095,55646,49934,43018,30409,38872,42129
,"    Visitantes Internacionales",3507,3282,3019,2029,2935,0,0,0,0,0,0,0,5790,29458,26845,28358,24750,22670,33430,46738
,"Museo Maya de Cancún con Z. A",13146,7298,9252,9109,6090,0,0,0,0,0,0,0,31584,107553,82491,78292,67768,53079,72302,88867
,"    Visitantes Nacionales",9639,4016,6233,7080,3155,0,0,0,0,0,0,0,25794,78095,55646,49934,43018,30409,38872,42129
,"    Visitantes Internacionales",3507,3282,3019,2029,2935,0,0,0,0,0,0,0,5790,29458,26845,28358,24750,22670,33430,46738
,,,,,,,,,,,,,,,,,,,,,
"San Luis Potosí",,42199,31902,32669,40011,36129,40986,38201,37419,43419,56313,35387,28962,30948,26207,31931,29775,38533,37266,29737,27388
,"    Visitantes Nacionales",40966,31081,31660,38922,34933,39413,36786,37061,42953,55530,35361,28943,30871,26206,31931,29579,38090,36580,28801,26174
,"    Visitantes Internacionales",1233,821,1009,1089,1196,1573,1415,358,466,783,26,19,77,1,0,196,443,686,936,1214
,"Museo Regional Potosino",42199,31902,32669,40011,36129,40986,38201,37419,43419,56313,35387,28962,30948,26207,31931,29775,38533,37266,29737,27388
,"    Visitantes Nacionales",40966,31081,31660,38922,34933,39413,36786,37061,42953,55530,35361,28943,30871,26206,31931,29579,38090,36580,28801,26174
,"    Visitantes Internacionales",1233,821,1009,1089,1196,1573,1415,358,466,783,26,19,77,1,0,196,443,686,936,1214
,,,,,,,,,,,,,,,,,,,,,
"Sinaloa",,0,0,12901,8762,7864,4255,10977,5080,7235,4570,6747,4545,4911,6200,5978,7433,6926,6884,8635,21694
,"    Visitantes Nacionales",0,0,4806,6021,7453,3492,8025,4322,6173,3439,4786,3719,4185,5592,5372,6535,6218,5957,7864,20508
,"    Visitantes Internacionales",0,0,8095,2741,411,763,2952,758,1062,1131,1961,826,726,608,606,898,708,927,771,1186
,"Museo Arqueológico de Mazatlán",0,0,12901,8762,7864,4255,10977,5080,7235,4570,6747,4545,4911,6200,5978,7433,6926,6884,8635,21694
,"    Visitantes Nacionales",0,0,4806,6021,7453,3492,8025,4322,6173,3439,4786,3719,4185,5592,5372,6535,6218,5957,7864,20508
,"    Visitantes Internacionales",0,0,8095,2741,411,763,2952,758,1062,1131,1961,826,726,608,606,898,708,927,771,1186
,,,,,,,,,,,,,,,,,,,,,
"Sonora",,22239,21595,23919,29025,27040,28385,30794,30725,32422,27207,29325,18816,0,0,0,0,0,0,0,0
,"    Visitantes Nacionales",21600,21145,23511,28608,26578,27855,30174,29949,31971,26844,28986,18638,0,0,0,0,0,0,0,0
,"    Visitantes Internacionales",639,450,408,417,462,530,620,776,451,363,339,178,0,0,0,0,0,0,0,0
,"Museo Regional de Sonora",22239,21595,23919,29025,27040,28385,30794,30725,32422,27207,29325,18816,0,0,0,0,0,0,0,0
,"    Visitantes Nacionales",21600,21145,23511,28608,26578,27855,30174,29949,31971,26844,28986,18638,0,0,0,0,0,0,0,0
,"    Visitantes Internacionales",639,450,408,417,462,530,620,776,451,363,339,178,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
"Tabasco",,7919,8995,8258,8664,9892,9131,9365,7355,9235,9555,9093,5049,3833,4721,6360,5478,7295,4257,5435,6059
,"    Visitantes Nacionales",7912,8991,8256,8653,9850,9118,9347,7355,9204,9542,9066,4122,3798,4721,6360,5312,7295,4257,5407,6048
,"    Visitantes Internacionales",7,4,2,11,42,13,18,0,31,13,27,927,35,0,0,166,0,0,28,11
,"Museo de Oxolotán",7919,8995,8258,8664,9892,9131,9365,7355,9235,9555,9093,5049,3833,4721,6360,5478,7295,4257,5435,6059
,"    Visitantes Nacionales",7912,8991,8256,8653,9850,9118,9347,7355,9204,9542,9066,4122,3798,4721,6360,5312,7295,4257,5407,6048
,"    Visitantes Internacionales",7,4,2,11,42,13,18,0,31,13,27,927,35,0,0,166,0,0,28,11
,,,,,,,,,,,,,,,,,,,,,
"Tamaulipas",,8741,9084,7207,21952,59938,53140,34168,23469,15508,14920,9720,10201,17805,14083,11122,17948,13345,10095,10584,7371
,"    Visitantes Nacionales",8091,8166,6773,21444,58336,51403,32726,22968,15263,14673,9593,10112,17676,14008,11043,17863,13228,10028,10551,7300
,"    Visitantes Internacionales",650,918,434,508,1602,1737,1442,501,245,247,127,89,129,75,79,85,117,67,33,71
,"Museo de la Cultura Huasteca",8741,9084,7207,21952,59938,53140,34168,23469,15508,14920,9720,10201,17805,14083,11122,17948,13345,10095,10584,7371
,"    Visitantes Nacionales",8091,8166,6773,21444,58336,51403,32726,22968,15263,14673,9593,10112,17676,14008,11043,17863,13228,10028,10551,7300
,"    Visitantes Internacionales",650,918,434,508,1602,1737,1442,501,245,247,127,89,129,75,79,85,117,67,33,71
,,,,,,,,,,,,,,,,,,,,,
"Tlaxcala",,30844,29592,26608,24159,22359,28456,27956,26787,24218,22745,22209,24537,9673,0,6573,26155,24202,24794,24890,27198
,"    Visitantes Nacionales",30067,28601,25868,23412,21753,27488,26731,26479,24034,22517,21930,24338,9613,0,6518,26083,24070,24639,24659,27038
,"    Visitantes Internacionales",777,991,740,747,606,968,1225,308,184,228,279,199,60,0,55,72,132,155,231,160
,"Museo Regional de Tlaxcala",30844,29592,26608,24159,22359,28456,27956,26787,24218,22745,22209,24537,9673,0,6573,26155,24202,24794,24890,27198
,"    Visitantes Nacionales",30067,28601,25868,23412,21753,27488,26731,26479,24034,22517,21930,24338,9613,0,6518,26083,24070,24639,24659,27038
,"    Visitantes Internacionales",777,991,740,747,606,968,1225,308,184,228,279,199,60,0,55,72,132,155,231,160
,,,,,,,,,,,,,,,,,,,,,
"Veracruz",,207026,240906,195193,182310,205970,392268,310831,351078,274859,282770,248652,286509,244270,279285,285103,320337,295276,249630,276996,290122
,"    Visitantes Nacionales",198660,233671,188568,177509,197293,382617,300408,346278,270744,279708,247708,277021,243303,277524,283070,317761,292272,246811,273816,287237
,"    Visitantes Internacionales",8366,7235,6625,4801,8677,9651,10423,4800,4115,3062,944,9488,967,1761,2033,2576,3004,2819,3180,2885
,"Museo Baluarte de Santiago",33715,32530,23437,31573,20092,23076,24309,23548,23428,22939,22587,29698,18693,22730,27924,24637,16055,3808,0,0
,"    Visitantes Nacionales",31902,31116,22278,30210,18655,20305,22906,22734,22498,22259,21989,29523,18485,22356,27541,24472,15946,3792,0,0
,"    Visitantes Internacionales",1813,1414,1159,1363,1437,2771,1403,814,930,680,598,175,208,374,383,165,109,16,0,0
,"Museo de Sitio de El Zapotal",0,1409,1481,1424,1242,1858,0,2930,3009,2272,3211,2761,2539,2346,2057,1817,2351,2466,1689,1812
,"    Visitantes Nacionales",0,1273,1452,1316,1226,1816,0,2928,2900,2259,3174,2727,2512,2346,2057,1817,2351,2466,1689,1812
,"    Visitantes Internacionales",0,136,29,108,16,42,0,2,109,13,37,34,27,0,0,0,0,0,0,0
,"Museo de Sitio de Tres Zapotes con Z.A.",5279,4648,5942,5523,5644,4053,4239,2317,5319,4738,4637,5029,3839,3270,842,4037,3790,3455,4244,4233
,"    Visitantes Nacionales",4803,4282,5625,5220,5418,3834,4062,2240,5179,4619,4488,4887,3699,3206,831,3910,3705,3363,4136,4162
,"    Visitantes Internacionales",476,366,317,303,226,219,177,77,140,119,149,142,140,64,11,127,85,92,108,71
,"Museo del Fuerte de San Juan de Ulúa",158904,194956,156434,143790,177415,354508,272435,311703,234830,243363,209527,239665,209061,241761,245870,280735,265869,231692,264439,274583
,"    Visitantes Nacionales",153492,190159,151791,140763,170478,348323,264105,308173,232231,241219,209473,230572,208490,240483,244263,278522,263129,229012,261471,271805
