ciudad,museo_internacionales,museo_nacionales,zona_arqueologica_internacionales,zona_arqueologica_nacionales,vuelos_internacionales,vuelos_nacionales,cuartos_disponibles_promedio_E1,cuartos_disponibles_promedio_E2,cuartos_disponibles_promedio_E3,cuartos_disponibles_promedio_E4,cuartos_disponibles_promedio_E5,cuartos_disponibles_x_E1,cuartos_disponibles_x_E2,cuartos_disponibles_x_E3,cuartos_disponibles_x_E4,cuartos_disponibles_x_E5,cuartos_disponibles_y_E1,cuartos_disponibles_y_E2,cuartos_disponibles_y_E3,cuartos_disponibles_y_E4,cuartos_disponibles_y_E5,cuartos_ocupados_total_x_E1,cuartos_ocupados_total_x_E2,cuartos_ocupados_total_x_E3,cuartos_ocupados_total_x_E4,cuartos_ocupados_total_x_E5,porcentaje_de_ocupación_total_E1,porcentaje_de_ocupación_total_E2,porcentaje_de_ocupación_total_E3,porcentaje_de_ocupación_total_E4,porcentaje_de_ocupación_total_E5,llegada_de_turistas_total_E1,llegada_de_turistas_total_E2,llegada_de_turistas_total_E3,llegada_de_turistas_total_E4,llegada_de_turistas_total_E5,llegada_de_turistas_nacionales_E1,llegada_de_turistas_nacionales_E2,llegada_de_turistas_nacionales_E3,llegada_de_turistas_nacionales_E4,llegada_de_turistas_nacionales_E5,llegada_de_turistas_extranjeros_E1,llegada_de_turistas_extranjeros_E2,llegada_de_turistas_extranjeros_E3,llegada_de_turistas_extranjeros_E4,llegada_de_turistas_extranjeros_E5,turistas_noche_total_x_E1,turistas_noche_total_x_E2,turistas_noche_total_x_E3,turistas_noche_total_x_E4,turistas_noche_total_x_E5,turistas_noche_nacionales_x_E1,turistas_noche_nacionales_x_E2,turistas_noche_nacionales_x_E3,turistas_noche_nacionales_x_E4,turistas_noche_nacionales_x_E5,turistas_noche_extranjeros_x_E1,turistas_noche_extranjeros_x_E2,turistas_noche_extranjeros_x_E3,turistas_noche_extranjeros_x_E4,turistas_noche_extranjeros_x_E5,estadía_total_E1,estadía_total_E2,estadía_total_E3,estadía_total_E4,estadía_total_E5,estadía_nacionales_E1,estadía_nacionales_E2,estadía_nacionales_E3,estadía_nacionales_E4,estadía_nacionales_E5,estadía_extranjeros_E1,estadía_extranjeros_E2,estadía_extranjeros_E3,estadía_extranjeros_E4,estadía_extranjeros_E5,turistas_noche_total_y_E1,turistas_noche_total_y_E2,turistas_noche_total_y_E3,turistas_noche_total_y_E4,turistas_noche_total_y_E5,turistas_noche_nacionales_y_E1,turistas_noche_nacionales_y_E2,turistas_noche_nacionales_y_E3,turistas_noche_nacionales_y_E4,turistas_noche_nacionales_y_E5,turistas_noche_extranjeros_y_E1,turistas_noche_extranjeros_y_E2,turistas_noche_extranjeros_y_E3,turistas_noche_extranjeros_y_E4,turistas_noche_extranjeros_y_E5,cuartos_ocupados_total_y_E1,cuartos_ocupados_total_y_E2,cuartos_ocupados_total_y_E3,cuartos_ocupados_total_y_E4,cuartos_ocupados_total_y_E5,densidad_total_E1,densidad_total_E2,densidad_total_E3,densidad_total_E4,densidad_total_E5
Durango,0.0,0.0,0.0,0.0,505.0,3193.0,4197.597260273973,6675.487671232877,13317.520547945205,13891.4,4526.865753424659,1532123.0,2436553.0,4860895.0,5070361.0,1652306.0,1532123.0,2436553.0,4860895.0,5070361.0,1652306.0,664042.0,1216437.0,2213360.0,2603906.0,896138.0,0.4334129831612736,0.4992450400217028,0.4553400145446466,0.5135543603305563,0.5423559558580553,777788.0,1532289.0,2411521.0,2191086.0,760294.0,774595.0,1527878.0,2386321.0,2097481.0,692014.0,3193.0,4411.0,25200.0,93605.0,68280.0,1106750.0,2124544.0,3634004.0,3941111.0,1083971.0,1103401.0,2118017.0,3600143.0,3802490.0,987320.0,3349.0,6527.0,33861.0,138621.0,96651.0,1.4229455841437513,1.3865165122245215,1.5069344202269024,1.798702104800998,1.4257261006926267,1.4244876354740221,1.386247462166482,1.5086583070760389,1.812884121477144,1.4267341412167962,1.048856874412778,1.4797098163681706,1.3436904761904762,1.4809144810640458,1.4155096660808435,1106750.0,2124544.0,3634004.0,3941111.0,1083971.0,1103401.0,2118017.0,3600143.0,3802490.0,987320.0,3349.0,6527.0,33861.0,138621.0,96651.0,664042.0,1216437.0,2213360.0,2603906.0,896138.0,1.6666867457178909,1.7465302354334833,1.6418494957892074,1.5135381231119711,1.2096027620745913
Guadalajara,4325.0,114801.0,312.0,13983.0,15826.0,41161.0,93223.45205479453,27684.610958904108,71273.98630136986,135064.14520547946,87094.01917808219,34026560.0,10104883.0,26015005.0,49298413.0,31789317.0,34026560.0,10104883.0,26015005.0,49298413.0,31789317.0,12600816.0,4225316.0,9880882.0,27160009.0,20069073.0,0.3703229477208392,0.41814595973055796,0.3798147261551554,0.5509306962883369,0.631315010637064,14694962.0,4441942.0,10991402.0,22914889.0,15690313.0,14601613.0,4356333.0,10653850.0,20032904.0,12005102.0,93349.0,85609.0,337552.0,2881985.0,3685211.0,23940057.0,8281775.0,20757839.0,48570288.0,28420950.0,23747122.0,8100779.0,19987424.0,41434105.0,21574330.0,192935.0,180996.0,770415.0,7136183.0,6846620.0,1.6291336445783255,1.8644491530956504,1.8885524339843087,2.119595168014997,1.8113692187020105,1.6263355288213706,1.8595408110445184,1.8760752216334942,2.068302478761941,1.7970967676909368,2.0668137848289754,2.1142169631697603,2.282359458690809,2.4761346780083864,1.8578637695372124,23940057.0,8281775.0,20757839.0,48570288.0,28420950.0,23747122.0,8100779.0,19987424.0,41434105.0,21574330.0,192935.0,180996.0,770415.0,7136183.0,6846620.0,12600816.0,4225316.0,9880882.0,27160009.0,20069073.0,1.8998814838658067,1.9600368351148167,2.1008083084080957,1.7883016165421741,1.4161565907902174
Guanajuato,13511.0,215587.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hermosillo,0.0,0.0,0.0,0.0,383.0,8542.0,767.068493150685,2635.520547945205,14483.3698630137,34308.28493150685,13256.682191780821,279980.0,961965.0,5286430.0,12522524.0,4838689.0,279980.0,961965.0,5286430.0,12522524.0,4838689.0,152891.0,507256.0,3031976.0,6375415.0,2874902.0,0.5460782913065219,0.5273123242529614,0.5735394207432993,0.5091158140323788,0.5941489523298563,209678.0,491994.0,2796373.0,6913675.0,2490885.0,201431.0,484399.0,2626158.0,6453945.0,1982681.0,8247.0,7595.0,170215.0,459730.0,508204.0,263892.0,862780.0,5360579.0,11554828.0,4302162.0,253766.0,853608.0,5115366.0,10859888.0,3408758.0,10126.0,9172.0,245213.0,694940.0,893404.0,1.258558360915308,1.753639272023643,1.9169756681243884,1.6713004299450005,1.7271620327714847,1.259816016402639,1.7622001696948175,1.947851576333184,1.6826743952729688,1.719266992521742,1.2278404268218746,1.2076366030283079,1.4406074670269953,1.5116263894024753,1.7579633375573591,263892.0,862780.0,5360579.0,11554828.0,4302162.0,253766.0,853608.0,5115366.0,10859888.0,3408758.0,10126.0,9172.0,245213.0,694940.0,893404.0,152891.0,507256.0,3031976.0,6375415.0,2874902.0,1.7260139576561082,1.700876874793004,1.7680149842874746,1.812404055265422,1.4964551835158206
Heroica Matamoros,0.0,0.0,0.0,0.0,0.0,371.0,423.14246575342463,814.0,1739.5205479452054,882.5342465753424,621.4301369863014,154447.0,297110.0,634925.0,322125.0,226822.0,154447.0,297110.0,634925.0,322125.0,226822.0,52227.0,76360.0,118411.0,138662.0,124509.0,0.3381548362868816,0.2570091885160378,0.1864960428397054,0.4304602250679084,0.54892823447461,67163.0,130611.0,177410.0,143267.0,115659.0,65739.0,130168.0,173587.0,131817.0,93978.0,1424.0,443.0,3823.0,11450.0,21681.0,99346.0,176922.0,246460.0,269493.0,227271.0,96036.0,176479.0,241058.0,226435.0,197017.0,3310.0,443.0,5402.0,43058.0,30254.0,1.4791775233387432,1.3545719732641202,1.3892114311481878,1.881054255341425,1.9650092081031307,1.4608679779126543,1.3557786860057772,1.388686940842344,1.7177981595697065,2.0964161825108003,2.3244382022471908,1.0,1.4130264190426367,3.7605240174672487,1.3954153406208198,99346.0,176922.0,246460.0,269493.0,227271.0,96036.0,176479.0,241058.0,226435.0,197017.0,3310.0,443.0,5402.0,43058.0,30254.0,52227.0,76360.0,118411.0,138662.0,124509.0,1.9021961820514293,2.316946045049764,2.081394465041255,1.9435245416913067,1.8253379273787442
León,0.0,0.0,0.0,0.0,4451.0,9349.0,10544.180821917807,13304.375342465752,28701.63287671233,28446.531506849315,25136.424657534248,3848626.0,4856097.0,10476096.0,10382984.0,9174795.0,3848626.0,4856097.0,10476096.0,10382984.0,9174795.0,1862700.0,1641473.0,4211189.0,5491178.0,5211043.0,0.4839909100026867,0.3380231078580185,0.4019807569537354,0.5288631861514955,0.5679737803405962,3597734.0,2385523.0,7070003.0,7175826.0,4710498.0,3597190.0,2379136.0,7060744.0,6946039.0,4239401.0,544.0,6387.0,9259.0,229787.0,471097.0,3639255.0,3258459.0,8565899.0,9744243.0,7672566.0,3638711.0,3250288.0,8552415.0,9431290.0,6842642.0,544.0,8171.0,13484.0,312953.0,829924.0,1.0115408754510478,1.3659306575539198,1.211583502864143,1.357926320955943,1.6288226849899947,1.011542620767877,1.3661631785656645,1.2112625808271762,1.3577939887754733,1.6140586842339284,1.0,1.2793173633943948,1.4563127767577493,1.3619264797399326,1.7616838994941593,3639255.0,3258459.0,8565899.0,9744243.0,7672566.0,3638711.0,3250288.0,8552415.0,9431290.0,6842642.0,544.0,8171.0,13484.0,312953.0,829924.0,1862700.0,1641473.0,4211189.0,5491178.0,5211043.0,1.953752617168626,1.985082301079579,2.0340808735965066,1.7745268865806207,1.4723666644086415
Mazatlán,1186.0,20508.0,0.0,0.0,1433.0,4488.0,23426.59726027397,20641.02739726028,28189.038356164383,72950.39726027398,80941.92876712329,8550708.0,7533975.0,10288999.0,26626895.0,29543804.0,8550708.0,7533975.0,10288999.0,26626895.0,29543804.0,2720469.0,2354918.0,4965793.0,13522785.0,18416320.0,0.3181571631261411,0.3125731104762094,0.4826313035893967,0.5078618817552704,0.6233564235668501,2786569.0,2494637.0,5596615.0,12556747.0,14070236.0,2665078.0,2409226.0,5073325.0,10383326.0,8886513.0,121491.0,85411.0,523290.0,2173421.0,5183723.0,5189896.0,4932783.0,10955274.0,32784899.0,54801625.0,4913186.0,4774319.0,8778392.0,24893115.0,30913001.0,276710.0,158464.0,2176882.0,7891784.0,23888624.0,1.8624681463118264,1.97735502199318,1.957482156625032,2.6109388840915564,3.8948618203703202,1.8435430407665367,1.9816816687185013,1.7303034991844601,2.397412447610717,3.4786424101331983,2.2776172720613053,1.8553113767547509,4.159991591660456,3.6310424901572222,4.608391304859461,5189896.0,4932783.0,10955274.0,32784899.0,54801625.0,4913186.0,4774319.0,8778392.0,24893115.0,30913001.0,276710.0,158464.0,2176882.0,7891784.0,23888624.0,2720469.0,2354918.0,4965793.0,13522785.0,18416320.0,1.907721058391035,2.094672935533212,2.2061479405202755,2.4244191562610813,2.9757098595159075
Mexicali,0.0,0.0,0.0,0.0,0.0,4029.0,772.745205479452,5555.186301369863,5212.208219178082,9359.057534246576,6140.246575342466,282052.0,2027643.0,1902456.0,3416056.0,2241190.0,282052.0,2027643.0,1902456.0,3416056.0,2241190.0,126769.0,1066756.0,1097412.0,2097700.0,1374108.0,0.4494525832116063,0.526106420114389,0.5768396220464495,0.6140707295196566,0.6131153538968137,252594.0,1287865.0,1084691.0,2257807.0,1246667.0,220434.0,1038430.0,836358.0,1881034.0,854173.0,32160.0,249435.0,248333.0,376773.0,392494.0,253458.0,1645634.0,1593036.0,3155411.0,1875969.0,221170.0,1321518.0,1230611.0,2623026.0,1298984.0,32288.0,324116.0,362425.0,532385.0,576985.0,1.003420508800684,1.2778000799773268,1.4686542065897108,1.3975556812429049,1.5047875655648217,1.003338867869748,1.2726115385726529,1.4713926332981808,1.3944596429410632,1.5207504802891219,1.0039800995024877,1.2994006454587368,1.4594314891697842,1.4130126097146027,1.4700479497775762,253458.0,1645634.0,1593036.0,3155411.0,1875969.0,221170.0,1321518.0,1230611.0,2623026.0,1298984.0,32288.0,324116.0,362425.0,532385.0,576985.0,126769.0,1066756.0,1097412.0,2097700.0,1374108.0,1.999368930890044,1.542652677838231,1.4516298345562104,1.5042241502598084,1.3652267507357498
Monterrey,740.0,31155.0,0.0,0.0,10263.0,41890.0,5584.945205479452,16040.638356164385,32595.4,101599.12876712329,113930.07945205481,2038505.0,5854833.0,11897321.0,37083682.0,41584479.0,2038505.0,5854833.0,11897321.0,37083682.0,41584479.0,1007688.0,2783290.0,6782742.0,23158002.0,24082532.0,0.4943269700098847,0.4753833286107392,0.5701066651895834,0.6244795756796749,0.5791230906127259,1007181.0,3538310.0,6346374.0,16520550.0,16693580.0,985273.0,3468627.0,5704822.0,14433243.0,12368115.0,21908.0,69683.0,641552.0,2087307.0,4325465.0,1847801.0,4901450.0,11131823.0,34135647.0,34580529.0,1822212.0,4816071.0,10324816.0,29777742.0,25906308.0,25589.0,85379.0,807007.0,4357905.0,8674221.0,1.8346265467676608,1.3852517162148028,1.7540445930227244,2.066253665888848,2.0714867032715567,1.8494488329630467,1.3884660991222175,1.8098401667922333,2.0631359147767414,2.0946043920193174,1.1680208143144055,1.2252486259202389,1.2578980347656932,2.0878121905402507,2.0053846233873123,1847801.0,4901450.0,11131823.0,34135647.0,34580529.0,1822212.0,4816071.0,10324816.0,29777742.0,25906308.0,25589.0,85379.0,807007.0,4357905.0,8674221.0,1007688.0,2783290.0,6782742.0,23158002.0,24082532.0,1.833703487587428,1.7610274171933216,1.6411980582484194,1.4740324748223097,1.4359174940575186
Morelia,480.0,16451.0,0.0,0.0,1998.0,2049.0,9347.345205479452,11832.098630136987,18204.09315068493,37287.19178082192,13924.753424657534,3411781.0,4318716.0,6644494.0,13609825.0,5082535.0,3411781.0,4318716.0,6644494.0,13609825.0,5082535.0,1312417.0,1786701.0,2603187.65810084,7496081.72461361,2436799.12118423,0.3846721111349175,0.41371115859436,0.3917811737208039,0.5507845783919786,0.479445615462408,1802552.0,2723166.0,3973976.64841201,8389300.04275676,2451717.0602853303,1721200.0,2700131.0,3888390.2813555,7966357.82288693,2246423.71882191,81352.0,23035.0,85586.36705651,422942.21986983,205293.34146342,2490771.0,3405000.0,5173749.484234129,12913971.88083996,4204009.37475073,2377639.0,3367973.0,5018484.46957616,12260710.59242586,3807605.52385335,113132.0,37027.0,155265.01465797,653261.2884141,396403.85089738,1.3818025776787577,1.2503828264600836,1.3019073693604981,1.5393384209675225,1.7147204474979132,1.3813844991866142,1.247336888469485,1.2906329114233632,1.539060994373298,1.694963195033468,1.3906480479889862,1.607423485999566,1.8141325540252613,1.5445639090255776,1.9309143105745241,2490771.0,3405000.0,5173749.484234129,12913971.88083996,4204009.37475073,2377639.0,3367973.0,5018484.46957616,12260710.59242586,3807605.52385335,113132.0,37027.0,155265.01465797,653261.2884141,396403.85089738,1312417.0,1786701.0,2603187.65810084,7496081.72461361,2436799.12118423,1.8978503021524409,1.9057469604595283,1.987466968865644,1.722762952068218,1.7252178639606843
Mérida,11804.0,82202.0,1582714.0,1016794.0,850.0,10626.0,13148.32602739726,11612.775342465751,21590.764383561644,31468.254794520548,37523.336986301365,4799139.0,4238663.0,7880629.0,11485913.0,13696018.0,4799139.0,4238663.0,7880629.0,11485913.0,13696018.0,2030121.0,1705770.0,4394694.0,6688154.0,8572553.0,0.4230177538095896,0.4024311439715778,0.5576577707185556,0.5822918909450211,0.625915722365435,2647447.0,2248936.0,4217600.0,6525742.0,6709213.0,2192871.0,1949734.0,3525178.0,4714080.0,4598877.0,454576.0,299202.0,692422.0,1811662.0,2110336.0,4083771.0,3332333.0,7771276.0,12980623.0,12819108.0,3514814.0,2729347.0,6369057.0,10004506.0,9197002.0,568957.0,602986.0,1402219.0,2976117.0,3622106.0,1.542531729624805,1.4817375861296187,1.8425825113808798,1.98914131144014,1.9106723843765283,1.6028366465697252,1.3998560829323383,1.806733447218836,2.122260547126905,1.999836481819366,1.2516212910492417,2.0153140687562248,2.025093079076054,1.6427551055329306,1.7163645978649846,4083771.0,3332333.0,7771276.0,12980623.0,12819108.0,3514814.0,2729347.0,6369057.0,10004506.0,9197002.0,568957.0,602986.0,1402219.0,2976117.0,3622106.0,2030121.0,1705770.0,4394694.0,6688154.0,8572553.0,2.011589949564583,1.9535652520562559,1.7683315379864901,1.9408379352508929,1.4953664328467844
Oaxaca de Juárez,47946.0,189088.0,0.0,0.0,766.0,7275.0,21118.070310094965,28321.582727170742,31491.27215113431,37745.44241060878,9374.435140717223,7708095.663184662,10337377.69541732,11494314.335164025,13777086.479872204,3421668.8263617875,7708095.663184662,10337377.69541732,11494314.335164025,13777086.479872204,3421668.8263617875,2503730.7685479843,3853224.602331357,5030940.901533862,7016048.727226999,1802491.0003597988,0.3248183310057088,0.3727468141209096,0.4376895180378821,0.5092548948921223,0.5267871006313496,3802410.0,4903272.0,5423752.0,6708643.0,1332100.0,3482264.0,4585666.0,4553195.0,5140990.0,923601.0,320146.0,317606.0,870557.0,1567653.0,408499.0,4753536.0,7272386.0,9558085.0,13882466.0,3279793.0,4137343.0,6616300.0,7708925.0,10709218.0,2231195.0,616193.0,656086.0,1849160.0,3173248.0,1048598.0,1.2501376758424263,1.4831700138193435,1.7622643881947404,2.0693404016281685,2.4621222130470684,1.1881187066804817,1.4428220459143777,1.6930803534660823,2.0831042270068605,2.4157563709870393,1.924724969232788,2.065722939742952,2.124111344805682,2.0242030602435617,2.5669536522733227,4753536.0,7272386.0,9558085.0,13882466.0,3279793.0,4137343.0,6616300.0,7708925.0,10709218.0,2231195.0,616193.0,656086.0,1849160.0,3173248.0,1048598.0,2503730.7685479843,3853224.602331357,5030940.901533862,7016048.727226999,1802491.0003597988,1.8985811332888516,1.8873506609502888,1.8998603217711976,1.9786729738815343,1.8195891127030948
Orizaba,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pachuca de Soto,653.0,32932.0,0.0,0.0,0.0,0.0,859.1616438356165,4850.578082191781,15747.531506849316,5139.33698630137,8387.887671232877,313594.0,1770461.0,5747849.0,1875858.0,3061579.0,313594.0,1770461.0,5747849.0,1875858.0,3061579.0,123744.0,833951.0,2684274.0,1024452.0,1571955.0,0.3945993864678533,0.4710360747850418,0.4670049613342313,0.5461244934318056,0.513445839548808,170811.0,1369672.0,3703949.0,1448384.0,1670709.0,170657.0,1365329.0,3674408.0,1322606.0,1589475.0,154.0,4343.0,29541.0,125778.0,81234.0,217116.0,1811163.0,4772601.0,1860279.0,2457738.0,216692.0,1806339.0,4721625.0,1722505.0,2300345.0,424.0,4824.0,50976.0,137774.0,157393.0,1.2710890984772645,1.3223333761659726,1.2885169315236251,1.2843824565860986,1.47107485504657,1.2697516070246166,1.323006396260535,1.2850029174767743,1.3023568621343016,1.4472357224869847,2.7532467532467533,1.1107529357586923,1.7256017061033817,1.0953743897978978,1.9375261589974642,217116.0,1811163.0,4772601.0,1860279.0,2457738.0,216692.0,1806339.0,4721625.0,1722505.0,2300345.0,424.0,4824.0,50976.0,137774.0,157393.0,123744.0,833951.0,2684274.0,1024452.0,1571955.0,1.75455779674166,2.171785872311443,1.777985779395099,1.8158771714048096,1.5634913213164499
Puebla de Zaragoza,5184.0,217900.0,519.0,33290.0,352.0,3157.0,15157.646575342464,9922.720547945206,38639.994520547945,42395.945205479446,37906.706849315065,5532541.0,3621793.0,14103598.0,15474520.0,13835948.0,5532541.0,3621793.0,14103598.0,15474520.0,13835948.0,3209357.0,1673738.0,7998090.0,9851282.0,8147465.0,0.580087341422323,0.4621296689236519,0.5670957155755574,0.6366130904221908,0.5888620714677447,5162035.0,2877841.0,12558874.0,10118528.0,8285747.0,4863505.0,2621416.0,10816357.0,9030329.0,6548946.0,298530.0,256425.0,1742517.0,1088199.0,1736801.0,8279840.0,4795207.0,20313623.0,18345438.0,14380574.0,7810414.0,4398418.0,17367382.0,16217969.0,11011230.0,469426.0,396789.0,2946241.0,2127469.0,3369344.0,1.6039875746677426,1.6662515406514815,1.6174716777953182,1.8130540331558107,1.7355796646940824,1.6059228889453183,1.6778786732056263,1.6056590957565473,1.7959444224014431,1.6813743768844636,1.5724583793923559,1.5473881251828019,1.6907961299660204,1.9550367166299547,1.9399712459861551,8279840.0,4795207.0,20313623.0,18345438.0,14380574.0,7810414.0,4398418.0,17367382.0,16217969.0,11011230.0,469426.0,396789.0,2946241.0,2127469.0,3369344.0,3209357.0,1673738.0,7998090.0,9851282.0,8147465.0,2.5799061930473925,2.8649687107540127,2.5398092544595023,1.8622386406155056,1.7650366095466503
Puerto Vallarta,6312.0,13848.0,0.0,0.0,11127.0,9276.0,10969.945205479451,8908.715068493151,43078.00273972603,79693.72602739726,144686.73698630134,4004030.0,3251681.0,15723471.0,29088210.0,52810659.0,4004030.0,3251681.0,15723471.0,29088210.0,52810659.0,1780470.0,1580889.0,8073284.0,19503037.0,34642217.0,0.4446694954833006,0.4861759194705753,0.5134543129821654,0.670479104764439,0.6559701707187559,1349900.0,1263045.0,5645073.0,10953055.0,17993751.0,1112291.0,983611.0,4173626.0,7495443.0,9080189.0,237609.0,279434.0,1471447.0,3457612.0,8913562.0,3178437.0,3256000.0,16612402.0,41938276.0,74275906.0,2298434.0,2293280.0,10798433.0,21999944.0,29771880.0,880003.0,962720.0,5813969.0,19938332.0,44504026.0,2.354572190532632,2.57789706621696,2.9428143799026163,3.8289112946114123,4.127872281882748,2.0663962937756395,2.331490802766541,2.5873025038659434,2.935109239040308,3.2787731621004803,3.703576042995005,3.44525004115462,3.95119158216368,5.766503586868625,4.992844162636667,3178437.0,3256000.0,16612402.0,41938276.0,74275906.0,2298434.0,2293280.0,10798433.0,21999944.0,29771880.0,880003.0,962720.0,5813969.0,19938332.0,44504026.0,1780470.0,1580889.0,8073284.0,19503037.0,34642217.0,1.7851673996192017,2.0596006424233453,2.0577006828943465,2.150345917920373,2.1440863903138765
Reynosa,0.0,0.0,0.0,0.0,1.0,1997.0,2846.194520547945,3453.504109589041,2830.646575342466,4582.12602739726,0.0,1038861.0,1260529.0,1033186.0,1672476.0,0.0,1038861.0,1260529.0,1033186.0,1672476.0,0.0,565205.0,547146.0,503125.0,761656.0,0.0,0.5440621988889756,0.4340606205807244,0.4869645930161655,0.4554062360237157,0.0,432192.0,607647.0,451378.0,708006.0,0.0,410019.0,562664.0,399515.0,649222.0,0.0,22173.0,44983.0,51863.0,58784.0,0.0,915304.0,992366.0,941877.0,1415933.0,0.0,877430.0,923131.0,861235.0,1311804.0,0.0,37874.0,69235.0,80642.0,104129.0,0.0,2.1178180068117882,1.6331291029166606,2.086670152289212,1.9998884190246973,0.0,2.1399740012048216,1.6406434390684317,2.1557012878114707,2.0205784770078647,0.0,1.7081134713390158,1.5391370073138742,1.5549042670111641,1.7713833696243877,0.0,915304.0,992366.0,941877.0,1415933.0,0.0,877430.0,923131.0,861235.0,1311804.0,0.0,37874.0,69235.0,80642.0,104129.0,0.0,565205.0,547146.0,503125.0,761656.0,0.0,1.6194195026583276,1.8137133415943825,1.8720536645962733,1.8590190322140177,0.0
Salamanca,0.0,4058.0,0.0,0.0,0.0,0.0,1460.9534246575342,0.0,4130.8410958904105,2124.9013698630138,1439.9068493150683,533248.0,0.0,1507757.0,775589.0,525566.0,533248.0,0.0,1507757.0,775589.0,525566.0,239657.0,0.0,624621.0,397043.0,226010.0,0.4494287836053768,0.0,0.41427166313935204,0.5119244857779056,0.4300316230501973,280381.0,0.0,739136.0,331467.0,105900.0,280381.0,0.0,734877.0,326927.0,86428.0,0.0,0.0,4259.0,4540.0,19472.0,410409.0,0.0,1073711.0,528460.0,281540.0,410409.0,0.0,1068743.0,458250.0,176244.0,0.0,0.0,4968.0,70210.0,105296.0,1.4637546766720997,0.0,1.4526568858775653,1.594306522217898,2.6585457979225686,1.4637546766720997,0.0,1.4543154840878134,1.4016890620841962,2.0392002591752667,0.0,0.0,1.1664710025827658,15.4647577092511,5.407559572719803,410409.0,0.0,1073711.0,528460.0,281540.0,410409.0,0.0,1068743.0,458250.0,176244.0,0.0,0.0,4968.0,70210.0,105296.0,239657.0,0.0,624621.0,397043.0,226010.0,1.7124849263739428,0.0,1.718979989465612,1.3309893386862381,1.24569709304898
Saltillo,0.0,0.0,0.0,0.0,0.0,0.0,310.4,1849.7534246575344,10854.205479452055,21813.26301369863,15523.465753424658,113296.0,675160.0,3961785.0,7961841.0,5666065.0,113296.0,675160.0,3961785.0,7961841.0,5666065.0,29147.0,304911.71157774003,1447036.4168559897,4040937.828052143,2764151.0435141283,0.25726415760485805,0.4516140049436282,0.3652485980072087,0.507538121905743,0.4878431580848663,51071.0,358335.0,1569009.0,3343416.0,1618856.0,51040.0,344363.0,1515953.0,2902812.0,1121709.0,31.0,13972.0,53056.0,440604.0,497147.0,54893.0,571632.0,2420609.0,5864394.0,3867386.0,54859.0,553388.0,2344266.0,4976415.0,2485910.0,34.0,18244.0,76343.0,887979.0,1381476.0,1.0748369916390907,1.5952446732805894,1.5427629796897278,1.7540126624984749,2.3889623289532858,1.0748236677115988,1.6069902980285338,1.5463975466257858,1.7143428510010297,2.2161808454777487,1.0967741935483872,1.3057543658746062,1.4389136007237635,2.0153675409211003,2.778807877750444,54893.0,571632.0,2420609.0,5864394.0,3867386.0,54859.0,553388.0,2344266.0,4976415.0,2485910.0,34.0,18244.0,76343.0,887979.0,1381476.0,29147.0,304911.71157774003,1447036.4168559897,4040937.828052143,2764151.0435141283,1.8833156070950696,1.8747459618462607,1.672804479419609,1.451245787373774,1.399122529528381
San Luis Potosí,1214.0,26174.0,0.0,0.0,1551.0,4838.0,4821.863013698629,11019.065753424658,23679.049315068492,31502.049315068485,25387.747945205483,1759980.0,4021959.0,8642853.0,11498248.0,9266528.0,1759980.0,4021959.0,8642853.0,11498248.0,9266528.0,874519.0,1692629.0,3682052.0,7791842.0,5054696.0,0.4968914419482039,0.4208469056994365,0.4260227496637974,0.6776547174839158,0.5454789539296703,1297480.6773544832,1987151.8400497586,4178647.493544523,5636615.0796340015,4089904.909417234,1291919.760639416,1959081.270265197,4115753.3901744965,5172630.129948042,3566617.448972849,5560.916715067198,28070.569784561358,62894.10337002768,463984.9496859594,523287.4604443844,1573645.0,2897188.0,6577068.0,11824624.0,8179903.0,1564908.0,2855907.0,6472764.0,10734769.0,6908637.0,8737.0,41281.0,104304.0,1089855.0,1271266.0,1.2128465783464353,1.4579600519744151,1.5739705275835616,2.0978235754866907,2.000022783210758,1.2113043299418786,1.4577787268689484,1.5726802328468894,2.0753018735766107,1.9370277577679709,1.5711438325136688,1.4706149649553708,1.6584066615330155,2.3489016200582595,2.429383648750956,1573645.0,2897188.0,6577068.0,11824624.0,8179903.0,1564908.0,2855907.0,6472764.0,10734769.0,6908637.0,8737.0,41281.0,104304.0,1089855.0,1271266.0,874519.0,1692629.0,3682052.0,7791842.0,5054696.0,1.7994406067792694,1.7116497472275378,1.7862507102018117,1.5175646528766882,1.6182779340241231
