0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,ciudad
191757630.77804103,19390318.25922548,661602274.316518,40224322.069116786,36661197.695718855,24258795.37801423,531267896.9176637,41405845.34920435,28309219.17856304,41261577.94622077,34424513.72214634,131454161.55544513,28182482.526913475,50039665.45764939,21786145.495494682,108927498.2294736,40718879.79984848,105025155.57046531,19355188.601198122,29638197.5940322,0.0,51463852.52647806,39196774.66445258,40995488.496721715,162755852.2083014,45694306.67398906,48269531.62235681,36014621.28472679,23867622.00371158,41334304.435835555,34531155.60378353,44116790.62125658,20295117.547419295,46038966.2074831,31514926.291767444,51463764.081232615,28132057.17280134,46636191.22877983,25315853.340746194,39382680.92688454,Oaxaca de Juárez
228261222.8207647,36636908.12670798,676193220.3643751,12451428.572287222,31642385.542283773,48346335.22713814,573925515.0685453,12940658.23189568,31587702.07103037,14050833.231821777,17797113.00374691,175282306.79795355,36460247.30405582,1567121.3805913732,45705995.010169275,136328702.3747444,12058171.402133768,136173644.29971924,42295197.61094279,52054000.96553058,51463852.52647806,0.0,17333118.09469798,78413112.40196337,186597408.10568982,5995903.445043874,4019718.151911483,22238564.226255268,43855453.26598402,57560804.80192402,23927459.36495505,7682564.603274311,51831810.85209714,5721899.405141097,26577425.794459373,26002.308474441266,29479727.210298624,92567376.07068388,40712795.04434401,13466339.837953579,Orizaba
215662151.74135974,23075980.02144839,668910413.4932241,12987779.408765066,21080924.077522673,32806203.194502186,559504658.3969195,10529724.447668398,21326359.38291908,6249418.238935918,8782740.889825422,163452874.42501354,26968553.262385346,15920258.068725517,31127981.15746745,125869004.83917904,10684780.598515619,124867805.76322362,31897760.050296836,39556201.62890012,39196774.66445258,17333118.09469798,0.0,63541350.3883484,176571409.5323395,14012852.386644237,13878973.123827575,15138475.605780326,30945714.213662557,46052652.626066215,14642593.226123823,13665473.451083425,37837045.14341154,12426844.719463993,17715084.959366847,17333088.777590927,19350845.389712755,78634002.40212494,26125571.600328714,6785957.513342249,Pachuca de Soto
162974291.81782353,46128554.34163631,637086298.8607903,68745067.30013795,53274400.24745245,35818993.847446255,501056652.7893051,66733206.71569691,51341754.21129429,65172368.88234996,62523546.07583027,106962891.6227226,48945955.95992904,77035086.38531746,34958195.85846912,84424460.24270466,67805435.44443664,79384458.75441495,44308468.41000368,33639427.42304784,40995488.496721715,78413112.40196337,63541350.3883484,0.0,136510485.92228678,73775447.85183646,74877416.42333968,59710691.07435258,39066216.92413231,39359659.1742428,57183277.58778545,72597886.00721297,34034335.18853348,73350883.46694694,55365860.7371628,78413045.14615485,57140281.31025995,31755695.357253917,40398894.44093396,66507342.01631881,Puebla de Zaragoza
111437965.19887498,163895654.66566607,507068746.3778558,180067256.6856255,158500323.82208186,160488190.95124263,420998157.8420354,178288373.2808058,162417684.78717566,175969390.59621042,176949866.50869992,126113532.43005326,162719805.75808194,185587902.62214518,155434770.41313457,64264607.759230085,177612475.03973243,86198666.64238286,161533789.76399174,142405609.8676295,162755852.20830142,186597408.10568982,176571409.5323395,136510485.92228678,0.0,184215528.89213982,184465660.86204383,168766432.09690973,153439758.34761834,137747095.25232396,168101334.88180226,183398001.50255537,149660056.33342773,183607856.039082,165816312.13493347,186597407.77064085,171131664.00054368,139555686.3763645,159727832.15162596,179607584.6275714,Puerto Vallarta
224499107.86116818,31503041.554233044,675231801.8355559,7560651.85117981,28676349.349956598,43793028.81390304,569508888.4596679,8953030.022715723,27117241.91047484,11077492.51696093,12491818.522551835,170296520.8836376,32144614.14957802,4785554.614065774,40967028.7778807,133223185.87385438,7879018.846839892,132699554.21535216,37136190.10123343,47918673.0776526,45694306.67398906,5995903.445043874,14012852.386644237,73775447.85183646,184215528.89213982,0.0,4092037.430742137,18636234.13628371,39362256.9024136,54242387.78036164,20147635.37094559,2137171.330238268,47021129.20532728,2679458.7303549135,22323909.348755147,5995958.521569424,24397545.346445397,87255057.30147995,36334877.14761683,8951591.202766707,Reynosa
225659472.15977237,33252245.19617889,674872518.2322869,10102078.056447592,29016099.387785215,44501612.23837486,570875707.2735195,9952568.994717706,28826929.675855093,10699362.476225836,14388185.214695629,172124768.02249444,33581848.80342033,2769719.190441342,42232298.97369298,134063259.71872523,9627586.636486953,133687822.70748752,39350307.39462024,49053678.8532212,48269531.62235682,4019718.151911483,13878973.123827577,74877416.42333968,184465660.86204383,4092037.430742137,0.0,19469665.024161074,40724322.08662455,55094661.066056766,21153168.77649635,5462802.355520748,48611537.78769442,2673839.7557971478,23771556.32453883,4019776.312213488,26819594.81655277,89368076.47188233,37072040.45576778,10005563.043066021,Salamanca
207603793.5270104,18769827.521481697,663254493.3183744,12835678.59819772,14791574.279213598,31824561.937561322,555102157.1536089,15755561.484095639,13798775.614954384,12201572.422770845,11783120.545070626,155567615.74319407,16195682.027493702,20989099.680124477,27232156.051834874,117789552.81220327,11847144.877942573,114996042.77389355,23206539.721954137,32401649.360311687,36014621.28472679,22238564.226255268,15138475.605780326,59710691.07435258,168766432.09690973,18636234.13628371,19469665.024161074,0.0,23107101.00261104,38589868.32697676,6083937.344872552,17389720.50025282,32585669.29689714,18029988.008683898,6389093.714873398,22238579.427772056,21928490.555261523,74580499.21577558,22079773.446310136,13849007.999509007,Saltillo
186734501.1401973,13295551.476374296,652416951.6443769,33344316.17669987,19099927.659149617,20593551.67276261,533572393.3525281,33893040.07620305,15452095.94898858,31230955.00406851,28398287.440207746,135029362.7874231,14478370.911042409,42459477.9194968,10739816.207460511,100440085.12322402,32361074.64140278,95760240.47974415,12951115.712121524,14625886.664597671,23867622.00371158,43855453.26598402,30945714.213662557,39066216.92413231,153439758.34761837,39362256.9024136,40724322.08662455,23107101.00261104,0.0,22858284.265413504,20858320.209187955,37969922.72902025,14142350.210516568,38957245.33191773,18675790.614346165,43855445.179796465,26659544.22979652,53096233.240780585,12466082.144866927,32562611.017500572,San Luis Potosí
172744166.76077613,34283847.68863481,636272369.2922678,49427518.53663727,27298818.037696764,38290002.479353376,520782939.80048853,47763773.82187925,29331356.16086591,45355437.936222546,45787702.07934631,128484624.28554562,33889032.06837621,56342426.655202076,25911413.348460216,84816537.20132512,47107486.180228055,80845376.13276972,32798788.86085884,15473918.029067833,41334304.435835555,57560804.80192402,46052652.626066215,39359659.174242795,137747095.25232396,54242387.78036164,55094661.066056766,38589868.32697676,22858284.265413497,0.0,36134389.74681605,53250722.88619062,24757611.632314343,53786872.63094603,34261083.08091981,57560768.20248072,40278375.81610308,51676791.60383983,31941167.079619247,48857695.22130522,Santiago de Querétaro
205004420.37591448,17259726.582386073,663132796.8260258,14447720.985845713,14009759.184432369,30074949.82662784,552970348.1539432,16271578.494442644,11685627.746079365,12525215.448687699,12190413.501397748,154186628.40231988,14929868.7394568,22635972.23576659,24576118.60453993,116042390.95485032,13120953.302261671,113595621.32284117,21444418.88954947,30566554.423204236,34531155.60378353,23927459.36495505,14642593.226123823,57183277.58778545,168101334.88180223,20147635.37094559,21153168.77649635,6083937.344872552,20858320.20918796,36134389.74681605,0.0,18973687.983091757,30881804.410247847,19514440.01888038,6652669.62178379,23927464.938953627,20489412.86773724,71739450.25900604,20120150.736443497,14503439.69112433,Tampico
223191123.23694155,29976031.54703613,674870774.4767098,6062931.065880597,27830624.26879983,42567087.5216582,568416321.5637298,8745068.991333207,25762489.06002552,10638308.937495112,11142802.47498404,168718958.0518344,30651433.130367722,6441152.8256899975,39636911.25330061,132184028.47225441,7032953.745179644,131451097.29994513,35478867.73677832,46719510.48720672,44116790.621256575,7682564.603274311,13665473.451083425,72597886.00721298,183398001.50255534,2137171.330238268,5462802.355520748,17389720.50025282,37969922.72902025,53250722.88619062,18973687.983091757,0.0,45668695.03444724,3609168.571104484,20959665.93928921,7682547.214775017,23319567.104751058,85823198.20283586,35032822.58372289,8131132.150806503,Tepic
182354705.58083263,19071488.62001691,648600283.4237401,41481783.230811685,26608111.738238554,21906171.74504718,524986708.9034703,41125094.87808108,22771634.891099848,39197034.69293537,35807504.175669946,129047119.60272451,25932700.473273512,50369827.13176001,12951322.370239409,97435111.1828432,40209464.61741756,92510377.7900263,20558540.53656732,14455215.02796323,20295117.547419295,51831810.85209714,37837045.14341154,34034335.18853348,149660056.33342773,47021129.20532728,48611537.78769442,32585669.29689714,14142350.210516576,24757611.632314343,30881804.41024785,45668695.03444724,0.0,46707371.21929199,27587467.777563076,51831815.20225863,29282522.686474793,45677949.67298171,20210470.03407503,40046494.99593209,Tijuana
224064947.63055176,31177838.323721007,674511602.075645,7927084.135691383,27892065.164045807,42919421.34799438,569296771.2321639,9000283.711474504,27050696.246119875,9591505.963374129,12194506.029197019,170584872.8861646,31875233.46131078,4260727.113114998,40497584.131077126,132885693.03872041,7609877.796240123,132331251.57292052,37321711.53878279,47595324.93835454,46038966.2074831,5721899.405141097,12426844.719463993,73350883.46694694,183607856.039082,2679458.7303549135,2673839.7557971478,18029988.008683898,38957245.33191773,53786872.63094603,19514440.01888038,3609168.571104484,46707371.21929199,0.0,22093393.099581197,5721837.067384918,24836494.967704613,87375131.02608082,35500369.35315637,7901493.625634173,Tlaxcala de Xicohténcatl
203194835.40953618,15311511.251458893,661322784.7841419,16285705.168769017,12716286.770211617,29492256.237983756,550144335.4154315,17919792.10764336,8361809.298581214,15653772.735076271,13745402.493857546,150520748.5308616,13998455.87332352,25265860.354861032,22525062.938674662,114003488.22259936,15305310.643063037,110912919.36781347,18635456.85402557,27637841.512398116,31514926.291767444,26577425.794459373,17715084.959366847,55365860.7371628,165816312.13493344,22323909.348755147,23771556.32453883,6389093.714873398,18675790.614346165,34261083.08091981,6652669.62178379,20959665.93928921,27587467.777563076,22093393.099581197,0.0,26577415.676203858,18794156.730536755,69035060.40540962,19685409.71129677,17125782.60533366,Toluca de Lerdo
228261217.62833357,36636896.74160634,676193219.0268009,12451455.722557768,31642396.06075234,48346292.9337327,573925188.7586987,12940678.452373717,31587636.749688484,14050857.290191699,17797131.275279317,175282290.91055596,36460255.65047367,1567336.158708977,45706001.53397296,136328700.85212496,12058198.128743725,136173639.64296243,42295195.38473108,52053966.06150138,51463764.081232615,26002.308474441266,17333088.777590927,78413045.14615485,186597407.77064085,5995958.521569424,4019776.312213488,22238579.427772056,43855445.179796465,57560768.20248072,23927464.938953627,7682547.214775017,51831815.20225863,5721837.067384918,26577415.676203858,0.0,29479737.894207083,92567303.91779976,40712802.83532776,13466364.942006497,Torreón
207564591.5872772,19472777.618407793,664736902.066965,21756660.26001592,21770049.940559167,32739604.76084932,548165476.7261211,18899963.467810974,15743434.840578556,20599016.520603623,16895064.469741832,151778091.68118852,28244843.5171688,28086770.01466754,25053619.49979936,118271834.1730705,20389520.277178403,117929066.9249143,26088693.11578794,32614626.840904504,28132057.17280134,29479727.210298624,19350845.389712755,57140281.31025995,171131664.00054368,24397545.346445397,26819594.81655277,21928490.555261523,26659544.22979652,40278375.81610308,20489412.86773724,23319567.104751058,29282522.686474793,24836494.967704613,18794156.730536755,29479737.894207083,0.0,66004363.98448735,27137707.468685023,20156851.773112413,Tuxtla Gutiérrez
152913078.9922635,59036964.50548646,639090596.7701544,81870119.70445773,68076409.9457104,54665438.95105153,488766684.1420303,80883084.74316652,63204388.10311471,80321322.55545248,75990362.63969691,93194283.29412174,63690108.764054306,91125680.5397386,49403093.9699333,84032884.3220083,81368987.56227788,77659852.30065736,54667256.98376236,48395101.74447158,46636191.22877984,92567376.07068388,78634002.40212494,31755695.357253917,139555686.3763645,87255057.30147995,89368076.47188233,74580499.21577558,53096233.240780585,51676791.60383983,71739450.25900605,85823198.20283586,45677949.67298171,87375131.02608082,69035060.40540962,92567303.91779976,66004363.98448735,0.0,58236610.101676226,80656520.35943727,Veracruz
193667450.49969703,11483634.865110666,657666232.8215067,30938723.742966723,21547279.0854089,11668230.203261664,538674557.6790848,30985574.450391185,19441071.295956563,27643113.629915282,24771408.68824579,140298254.76950336,15138907.23893612,39308452.419349484,12313988.810175382,107854322.40001166,30351948.513840217,103631814.85371737,17541386.373234328,22445101.433287382,25315853.340746194,40712795.04434401,26125571.600328714,40398894.440933965,159727832.15162596,36334877.14761683,37072040.45576778,22079773.446310136,12466082.144866927,31941167.07961925,20120150.736443497,35032822.58372289,20210470.034075037,35500369.35315637,19685409.71129677,40712802.83532776,27137707.468685023,58236610.101676226,0.0,28486542.873484734,Villahermosa
218243659.92488235,24078698.16059002,672197596.9500722,6889835.922415903,23664566.4404764,35561439.68689793,563064301.4577382,8594077.091436548,21926762.024171542,6515845.472703396,5492083.203278391,164746490.8336113,26177060.352263425,12017986.617221413,33614305.54807826,128459816.29304665,6422464.997088426,127060336.51202117,31150425.39343485,41999266.036479756,39382680.92688454,13466339.837953579,6785957.513342249,66507342.01631881,179607584.6275714,8951591.202766707,10005563.043066021,13849007.999509007,32562611.017500572,48857695.22130522,14503439.69112433,8131132.150806503,40046494.99593209,7901493.625634174,17125782.60533366,13466364.942006497,20156851.773112413,80656520.35943727,28486542.873484734,0.0,Xalapa-Enríquez
